general_plant_id,watering,watering_general_benchmark,sunlight,soil,drought_tolerant,salt_tolerant,pruning_month,pruning_count,pest_susceptibility,flowers_detail,harvest_season,growth_rate,maintenance,care_level,watering_guide,sunlight_guide,pruning_guide
189,Average,"At least once ""3-4"" days","[""full sun"", ""part shade""]","[""Sandy Loamy""]",True,False,"[""March"", ""April"", ""April"", ""May""]",,"[""Beetles"", ""weevils"", "" Leaf miner insect"", "" Stem borer insects"", ""  Deer resistant"", "" Drought resistant ""]",,Fall,High,High,Medium,"Paper Birch should be watered once a week, and around 2 to 3 inches of water should be given. This will help the plant's roots to be more deeply hydrated and also maintain moisture in its shallow root zone. Make sure to avoid overwatering, as this can cause root rot. Water in the morning or late afternoon to minimize evaporation. Reduce watering in the winter months and when the weather is colder. During the growing season, supplement natural rainfall with about an additional 1 inch of water to ensure the plant stays hydrated.","Paper Birch (Betula papyrifera) prefers full to partial sun for optimal growth. Generally, the tree should receive at least 6 hours of sunlight per day, but up to 8 or 9 hours of sunlight per day is ideal. In climates where summers are extremely hot, it may be beneficial to plant the tree in an area where it will receive more partial sun to avoid sunburn or stress.","Paper birch (Betula papyrifera) should be pruned in early spring (April or May) when the ground begins to thaw. Pruning should be limited to young trees only since mature birches are more vulnerable to damage. When pruning, aim to remove any dead, diseased, or broken branches. Also, shape the tree by removing thin branches or branches that rub against each other. However, avoid pruning more than 1-third of a mature tree’s crown. To keep a young tree’s shape, focus pruning on the top half of the crown. Prune branches back to a lateral branch or the trunk. For older trees, prune larger branches back to an intersecting branch or the trunk. Finally, avoid creating flat-topped trees when pruning."
190,Average,,"[""full sun"", ""part shade""]","[""Sandy Loamy""]",True,False,"[""February"", ""March"", ""April""]",,"[""Beetles"", ""weevils"", "" Leaf miner insect"", "" Stem borer insects"", ""  Deer resistant"", "" Drought resistant ""]",,,High,High,Medium,"Clump Paper Birch should be watered deeply once each week during the growing season (late spring through early fall) with roughly 1 inch of water. When watering, it is important to thoroughly saturate the soil in order to encourage healthy root growth. During the winter months, be sure to water the tree regularly (preferably every 2 weeks) to provide moisture and reduce stress from cold temperatures. The amount of water should be reduced to roughly half an inch during this time. Additionally, Clump Paper Birch should be monitored throughout all seasons to ensure it is not over- or under-watered.","Clump paper birch (Betula papyrifera 'clump') should be planted in an area with sunlight for at least 6 hours per day. During spring and summer, when the days are longer, it is beneficial to give the trees as much constant, natural light as possible. During winter, when the days are shorter, shade is beneficial; however, the trees should still receive at least 4 to 5 hours of direct sunlight each day.","Clump Paper Birch (Betula papyrifera) should be lightly pruned each year in late winter or early spring before new growth begins. When pruning, focus on removing dead, damaged, or crossing branches, and reshaping the crown of the tree. It is best to avoid removing more than 10-20% of the branches, doing more could result in dieback in the tree. For more vigorous pruning, it can be done every 3 to 5 years, but it is important to take into account the desired size of tree when doing so."
191,Average,"At least once ""7-10"" days","[""part sun/part shade"", ""full sun""]","[""Sand""]",False,False,"[""February"", ""March"", ""April""]",,[],,Fall,Low,High,Moderate,"Whitespire Birchneeds to be water regularly in order to maintain an adequate amount of moisture for healthy growth. This tree should receive at least 1-1.5 inches of water every week, depending upon the weather conditions. Watering should occur deeply and evenly to promote tree health. During periods of extreme heat, a White Birch may need to be watered more than once a week.  It is important to water at the base of the tree rather than overhead. When watering, ensure that the entire root zone of the plant is saturated with water. Lastly, avoid over-watering, which can lead to root rot.","Whitespire Birch is a hardy species of tree that thrives in full sunlight. For optimal growth, Whitespire Birch should be planted in an area that receives at least 6-8 hours of direct sunlight each day. In areas that get less sun, the Whitespire Birch will still survive but may be prone to insect and disease problems, as well as having stunted or delayed growth. If possible, it should also be planted in a spot with afternoon protection from the hot sun to prevent leaf scorch. ","Whitespire Birch should be pruned in late winter or early spring to maintain its desired shape and size. There should only a minor amount of pruning done on Whitespire Birch; only remove dead, damaged, or diseased branches and lightly shape by removing no more than 15% of the canopy each year."
192,Average,"At least once ""7-10"" days","[""full sun""]",[],False,True,"[""May"", ""June"", ""July""]",,[],,,Low,High,Medium,"Whitebark Himalayan Birch should be watered approximately once a week. The amount of water needed will depend on the size and age of the tree, as well as the weather conditions. In hot summer months, the tree may need additional watering more often, whereas during cooler months or during dry spells, less water may be necessary. Water should be avoided from flowing onto the trunk or foliage of the tree, and the water should only be applied to the soil. Soil should be moist but not soggy for optimal growth. If the soil is allowed to dry out too much, the tree will become stressed and growth may be stunted.","Whitebark Himalayan Birch (Betula utilis 'var. jacquemontii') is a hardy deciduous tree that prefers bright, full sun exposure. Ideally, the tree should receive 6 to 8 hours of direct sunlight each day to remain healthy and thrive. As long as it receives enough sun, the Whitebark Himalayan Birch can tolerate a wide range of temperatures and will thrive in both hot and cold climates. Additionally, its broad-tipped foliage is able to efficiently collect energy from sunlight, making it a great choice for the brightest of spots.","Whitebark Himalayan Birch should be pruned right after the tree flowers in late spring or early summer. Pruning should be done carefully to preserve the tree's natural structure. Pruning should be minimal and should focus mainly on clearing dead or diseased tissue from the tree, and removing any damaged, overcrowded or weak branches. Heavy pruning is not recommended for this species."
193,Minimum,"At least once ""7-10"" days","[""full sun"", ""part shade""]","[""Well-drained""]",True,False,"[""March"", ""April""]",,"[""Rust"", ""  Drought resistant ""]",,,High,Low,Medium,"Calocedrus decurrens, commonly known as California Incense Cedar, should be watered deeply and infrequently, about every 3 to 4 weeks in the summer and once every 5 to 6 weeks in the winter. Make sure the soil is well drained, and never let it become too soggy. During particularly hot or dry spells, it may require additional watering. To check if it needs watering, stick your finger into the soil and if it feels dry, it’s time to water. When you water, it is important to moisten the entire root zone deeply, so that the roots are encouraged to grow deep into the soil.","California Incense Cedar can do well in both full sun and partial sun. It prefers full sun, but it is tolerant of light shade for short periods of time. It does best in the morning sun, with the afternoon sun being less desirable. It needs at least 5-6 hours of sun per day to grow properly. ","Pruning California Incense Cedar (Calocedrus decurrens) should be done in early spring before new growth appears. This will promote vigorous growth for the season and help maintain an attractive shape. To prune, select dead, diseased, and crossing branches and remove them at the base, making sure to remove the entire branch. Where needed, thin out the canopy by removing up to 1-third of the branches to allow growth of the interior branches. Lightly shaping the canopy is recommended. Do not top the tree, as this will cause it to become unattractive and lead to structural problems."
194,Average,"At least once ""7-10"" days","[""full sun"", ""part shade""]","[""Well-drained""]",True,False,"[""February"", ""March"", ""April"", ""March"", ""April"", ""May"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August""]",,"[""Heteroptera - true bugs"", "" Leafhopper"", ""spittlebug"", ""  Disease resistant"", "" Drought resistant ""]",Flowers in Spring,Fall,Low,Low,,"The European Hornbeam requires moderate watering, about once or twice a week with about 1-2 inches of water. Although it can tolerate some dry spells, it does best with regular watering. In summer, water the European Hornbeam at least once a week, and during periods of extreme heat, it may need to be watered more. In winter, provide it with water only if the weather has been dry and the soil feels dry to the touch. Avoid over-watering as it may cause root rot or fungal disease issues. When watering, make sure to soak the soil deeply and avoid spraying the leaves.","European Hornbeam (Carpinus betulus) is a plant species that needs bright, indirect sunlight. This species will do best when placed in a location that has a few hours of adequate sunlight a day. It does best in partially shaded areas, where it can get either dappled sunlight or morning/evening sunlight. Too much direct sunlight can be harmful to this species, so it’s important to provide a suitable location for it to thrive. When located in an ideal environment, it will require 4-6 hours of sunlight each day.","European Hornbeam (Carpinus betulus) should be pruned lightly in late winter or early spring. Pruning should generally be light and selective to remove diseased, broken and dead wood, as well as any crossing or rubbing branches. This will help to maintain a healthy structure while avoiding unnecessary shock and damage. Low lying shoots and any branches that have grown well away from the intended shape can also be pruned. Additionally, in spring, major shaping work can be undertaken, especially if the plant requires a formal shape or hedge. This species is also well-suited to pollarding in spring or summer, which helps to keep the trees smaller and produce a regular crop of foliage over a number of years. "
195,Average,"At least once ""7-10"" days","[""full sun"", ""part shade""]","[""Well-drained""]",False,False,"[""February""]",,"[""Heteroptera - true bugs"", "" Leafhopper"", ""spittlebug"", ""  Disease resistant"", "" Drought resistant ""]",Flowers in Spring,Fall,Low,Low,Moderate,"The Pyramidal European Hornbeam (Carpinus betulus 'Fastigiata') prefers moist, well-drained soil, so it is important to water it regularly. Water the tree deeply to ensure that the whole root zone is wet. During the hot summer months, the tree should be watered every 5 to 7 days. In spring and autumn, watering can be done every 10 to 14 days. During the winter, water only when the top 2 to 3 inches of soil is dry. Allow the water to penetrate the soil slowly to ensure the roots can easily soak up the moisture. If the soil is compacted, aerate it to allow better water absorption.","Pyramidal European Hornbeam (Carpinus betulus 'Fastigiata') requires 5 to 6 hours of sunlight each day in order to thrive. It does best in partial shade, meaning lighter shadows cast by trees, buildings, or structures, but can have some direct sun for a portion of the day. The sun should be filtered through a curtain of foliage or other structures that still leave the plant's foliage in the shade during the hottest part of the day. ","Pyramidal European Hornbeam (Carpinus betulus 'Fastigiata') should be pruned in late winter before the new growth begins. Pruning should be light, focusing on dead, diseased and broken branches. Prune any multiple leaders to ensure the central leader remain dominant and remove any shoots that sprout from the main trunk. To maintain the pyramidal shape, remove shoots that grow out of the top and sides to keep the sides straight. Removal of selected branches at the bottom of the tree is a good way to raise the crown and increase the openness of the foliage. Lastly, cut back overgrown branches to the desired height."
196,Average,"At least once ""7-10"" days","[""full sun""]","[""Well-drained""]",True,False,"[""April"", ""May""]",,"[""Heteroptera - true bugs"", "" Leafhopper"", ""spittlebug"", ""  Disease resistant"", "" Drought resistant ""]",Flowers in Spring,Fall,Low,Low,Medium,"The Frans Fontaine Hornbeam (Carpinus betulus 'Frans Fontaine') should be watered regularly, as its root system is quite shallow. During the summer months, this plant should be watered about once a week, but during periods of extreme heat such as drought, you may need to water it more frequently. When watering, be sure to thoroughly soak the soil until water runs out of the bottom of the pot. After watering, allow the soil to dry out slightly between each watering. In the winter months, the frequency of watering this plant should be reduced. Only water when the soil is dry to the touch.","Frans Fontaine Hornbeam (Carpinus betulus 'Frans Fontaine') is a type of tree that prefers to grow under full sun, meaning it should receive at least 6 hours of direct sunlight each day. This tree should not be placed in deep shade, as it needs access to plenty of light for it to flourish. ","Frans Fontaine Hornbeam (Carpinus betulus 'Frans Fontaine') should be pruned in early to mid spring when it is still dormant. This species will benefit from being thinned out once a year to encourage an open branched, vase-like shape. Additionally it is important to identify and remove any dead, damaged, or diseased branches, as well as remove any crossed or rubbing branches that can easily lead to wounds and possibly disease. Finally, selective pruning can be used to trim certain branches to increase density and shape the canopy. It is important not to over-prune this species as it will cause vigorous growth that may need to be pruned more the next season."
197,Average,"At least once ""7-10"" days","[""full sun"", ""part sun/part shade""]","[""Well-drained""]",True,False,"[""February"", ""March"", ""April"", ""May""]",,"[""Heteroptera - true bugs"", "" Leafhopper"", ""spittlebug"", ""  Disease resistant"", "" Drought resistant ""]",Flowers in Spring,Fall,Low,Low,Medium,"Water Weeping European Hornbeam (Carpinus betulus 'Pendula') once a week during the hotter months of the growing season (from late spring through early autumn). In the winter, reduce to once every 2 weeks. The amount of water depends on the soil. Water until the top inch of the soil is moist but not soggy. Too much water can harm the roots, so always check the soil doneness before watering.","Weeping European Hornbeam (Carpinus betulus 'Pendula') requires full sun to part shade exposure to produce the best growth and health. During the summer months, when the sun is at its strongest, it is best for the tree to receive full sun (at least 6-8 hours a day) in order to ensure healthy growth and foliage. In late fall and winter, it is acceptable to reduce the amount of sunlight to part shade, as long as the plant is still getting at least 4-5 hours of direct sunlight a day. This species also tolerates partial shade throughout the growing season quite well.","Weeping European Hornbeams should be pruned in late winter or early spring, when the plant is in a dormant state. Pruning should be done carefully and selectively as hornbeam trees can be susceptible to damage if over-pruned or pruned incorrectly. Trimming should focus on removing dead, diseased or broken branches and thinning out overgrown areas. If you would like to keep the canopy of the tree at a certain shape or size, this can also be done using selective pruning. When cutting branches, remember to make clean cuts at a 45 degree angle and 1-2 inches away from a bud or branch junction. Pruning too much may result in the tree becoming misshapen and unbalanced, so it is best to take a conservative approach and prune only what is necessary."
198,Average,"At least once ""7-10"" days","[""part shade"", ""full shade""]",[],False,False,"[""March"", ""April"", ""May"", ""December"", ""January"", ""February""]",,[],Flowers in Spring,Fall,Low,Low,Medium,"Japanese Hornbeam prefers to be watered approximately once a week, or when the soil feels dry. It is best to thoroughly saturate the soil until water begins to come out of the drainage holes. Allow the water to drain away before resuming normal watering. During summer months, increase watering to twice a week. In winter, reduce watering to every 2 weeks or when the soil feels dry. Established plants may require extra watering during intense heat or drought.","Japanese Hornbeam thrives in full sun to part shade, but prefers some limited shade during the hottest hours of the day. It grows best when it receives at least 6 hours of direct sunlight each day. During peak summer months, the Japanese Hornbeam can benefit from shade during mid-day hours. It is recommended to place the plant in a location with plenty of sunlight during early morning and late afternoon hours. This species of plant should have full sun from spring to fall, and then filtered sunlight and shade during winter months.","Japanese Hornbeam should be lightly pruned in the spring, just after it finishes blooming. Pruning should remove dead, diseased, or damaged branches, as well as branches that are crossing or rubbing against other branches. It should also remove any branches that have grown too large for the intended purpose (a hedge, for example). Medium to heavy pruning of Japanese Hornbeam should be done in the winter months, since it won't affect the blooming period as significantly. Pruning should be kept to a minimum to ensure the plant's overall aesthetic value is retained."
199,Average,"At least once ""7-10"" days","[""full sun"", ""part shade""]",[],False,False,"[""February"", ""March"", ""April"", ""May""]",,[],,Fall,Low,Moderate,Medium,"Golden Catalpa prefers moist, well-draining soil, so it should be watered thoroughly when the top inch of soil is dry. During the summer months, a weekly deep watering is ideal because the roots need a consistent level of moisture in order to thrive. During the winter months, when the plant is in a dormant stage, watering should be reduced to about once every 2 weeks or when the soil is dry. ","Golden Catalpa (Catalpa bignonioides 'Aurea') prefers plenty of bright sunlight throughout the day. This species of Catalpa needs at least 6 hours of direct sunlight per day for optimal health and growth. When the temperatures become too hot during the summertime, the Golden Catalpa may need some extra shade during the hottest part of the day, to ensure its well-being. With proper sunlight exposure and adequate watering, the Golden Catalpa can thrive in a garden setting.","Golden Catalpa should be pruned annually in late winter or early spring. Pruning should be mild and infrequent, focusing on removing dead wood and thinning out crossed branches. Taking out unbranched stems and limbs that point inward may help open up the center of the tree and improve air circulation. Also remove any sucker shoots that grow from the roots and any branches that are growing too closely together. You can also lightly prune away foliage that looks tired or weak. Avoid pruning more than 1/3  of the foliage at once, as this can be stressful for the tree."
200,Average,"At least once ""7-10"" days","[""full sun"", ""part shade""]",[],True,True,"[""March"", ""April""]",,[],,,Low,Moderate,Moderate,"The Blue Atlas Cedar tree needs deep and regular watering. Water thoroughly and deeply after planting, about 15-20 liters for larger trees, 10-15 liters for small trees. Water once or twice a week afterward, providing about 10-15 liters of water each time, until established. During dry periods or hot weather, increase watering to twice or even three times a week. In dry and arid climate, mature trees should be watered at least once a week during hot weather to ensure healthy growth and minimize stress. Always check the soil before watering: if it feels slightly damp, it may not need water yet.","Blue Atlas Cedar trees prefer bright, direct sunlight to ensure optimal growth, so they should be planted in a location that receives full sun (at least 6-8 hours of direct sunlight each day). If a location with this level of direct sun exposure is not available, the tree will do best in a spot that provides partial shade during the midday heat of summer. They can also tolerate light, filtered shade in areas with cooler temperatures.","Blue Atlas Cedar trees should be pruned in early spring prior to new growth and at least once a year thereafter. Pruning should be minimal and should mainly consist of removing dead, diseased, or damaged branches. Avoid removing too much of the tree’s foliage as this will affect its growth and health. When pruning, try to maintain the tree’s natural shape and form and only remove what is necessary. Make sure to wear protective clothing and equipment to avoid any potential injury from the sharp branches. Prune with clean, sharp tools to avoid any undue stress or damage to the tree."
201,Average,"At least once ""7-10"" days","[""full sun""]","[""Well-drained""]",True,False,"[""February"", ""March"", ""April""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,Medium,"Deodar Cedar (Cedrus deodara) should be watered regularly and consistently to ensure it remains in peak condition throughout its lifespan. Generally, these trees do best if they receive 1 to 2 inches of water each week. 

During cooler, windier months, you should slightly reduce the amount of water to avoid overwatering. If possible, it is best to water your Deodar Cedar in the morning, so that the soil has time to dry before evening. Additionally, you should check the soil before watering by sticking your finger about 2-3 inches down in the soil and if it is dry, then it is time for you to add more water. It is important to watch for any signs of water stress, such as curled leaves or weak branches and adjust your watering schedule accordingly.","Deodar Cedar (Cedrus deodara) is a species of evergreen tree that prefers an environment of full sun or nearly full sun. In the summer, it should get direct sunlight for at least 6 hours per day. During winter months, a minimum of 3 to 4 hours of sunshine is needed. In locations that experience very hot, dry climates, such as desert households, it’s best to provide Deodar Cedar with some shade in the afternoons.","Deodar Cedar should be pruned in late winter or early spring, just before new growth begins. Pruning should be done lightly; remove no more than 1/4 of the plant's growth each year to prevent stress or damage to the tree. Be sure to remove diseased, broken, and dead wood as well as any branches that are growing in an undesirable location. This species of cedar can also be pruned for aesthetic purposes as it is an attractive tree."
202,Average,"At least once ""7-10"" days","[""full sun""]","[""Well-drained""]",True,False,"[""February"", ""March"", ""April""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,Moderate,"Golden Deodar Cedar (Cedrus deodara ‘Aurea’) should be watered once a week in the summer, and every 2 weeks in the winter. Water thoroughly until there is runoff coming from the bottom of the pot. Allow the soil to dry out between waterings and maintain moist soil after each watering. During the summer, increase watering to twice a week if the weather is particularly hot or dry.","Golden Deodar Cedar (Cedrus deodara 'Aurea') thrives best in full sun, which means it should get at least 6-8 hours of direct sunlight per day. This will help the tree maintain its vibrant yellow foliage color throughout the year. The amount of sunlight received should peak during early morning and late afternoon. Partial shade is also okay, but the tree's foliage will more likely retain its yellow tones in full sun. ","Golden Deodar Cedar (Cedrus deodara 'Aurea') should be pruned in late winter or early spring before new growth appears. You can prune up to about a third of the tree, depending on how large it is, as it can grow to be about 60 feet tall. Do not prune if you want the tree to form a natural-looking shape. When pruning, always remove dead, weak, or diseased branches first. If only 1-third of the tree is being removed, try to prune from all sides in order to maintain the tree’s shape. Thinning is also recommended to allow better air circulation and light penetration, as well as to improve the tree’s overall appearance. Be sure to make your cuts clean and close to the trunk to prevent damage to the tree."
203,Average,"At least once ""7-10"" days","[""full sun"", ""part sun/part shade""]","[""Well-drained""]",True,False,"[""February"", ""March"", ""April""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,Medium,"A Bush's Electra Deodar Cedar should be watered thoroughly at least once a week, during the spring and summer months, and about every 2 weeks in the fall and winter. During the growing season, water deeply until the soil is moist. Avoid over-watering as too much moisture can damage the roots, leading to root rot. Let the soil partially dry out before watering again to avoid root rot. In the dry winter months, the soil should be kept slightly moist to ensure the healthy growth of the bush.","Bush's Electra Deodar Cedar (Cedrus deodara 'Bush's Electra') is a medium-growing evergreen tree that thrives in full sun. It should be planted in a location that receives at least 6 to 8 hours of direct sunlight daily. When in full sun, this plant species is able to produce the best color and form. Partial shade will result in a lesser effect. Additionally, during summer months plants should be provided with protection from scorching afternoon sun to reduce stress and yellowing of the foliage.","Bush's Electra Deodar Cedar (Cedrus deodara 'Bush's Electra') requires light to moderate pruning each year, usually during the late winter or early spring, when the plant is not actively growing. Removal of any dead, sick, or overcrowded branches should always be the first priority. To maintain its natural shape, only remove a few lower-hanging branches each year. Additionally, it should be trimmed up and back to promote a dense, conical shape, if desired. Over-pruning can inhibit new growth and should be avoided."
204,Average,"At least once ""7-10"" days","[""full sun""]","[""Well-drained""]",True,False,"[""May"", ""June"", ""July"", ""August""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,Medium,"This species of cedar requires regular watering throughout the year. During the growing season - April to September - it should be watered deeply once a week, allowing the soil to dry slightly between waterings. During the winter months - October to March, water should only be applied when needed to prevent the soil from becoming too dry. It is best to water in the morning or early evening to allow excess moisture to evaporate. Also, it should be noted that in an extremely hot or dry season, more regular watering may be required.","Electra Blue Deodar Cedar (Cedrus deodara 'Electra Blue') is an evergreen conifer that is best grown in full sun. It requires at least 6-8 hours of direct sunlight each day, ideally in the morning hours. When grown in an area with partial shade, the plant will produce a less vibrant blue-green color. ","Electra Blue Deodar Cedar requires regular pruning to keep it looking its best. This includes pruning to control its size, as well as shaping to maintain a desired form. Pruning can generally take place twice a year — once in late spring or early summer, and once again in late summer or early fall. When pruning, always use clean, sharp cutting tools to prevent damage to the tree. Begin by removing any dead, dying, or diseased branches, as well as those that cross or rub against each other. Also, trim away awkwardly-placed branches to help promote strong, even growth. "
205,Average,"At least once ""7-10"" days","[""full sun"", ""part sun/part shade""]","[""Well-drained""]",False,False,"[""December"", ""January"", ""May""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,Medium,"Water Karl Fuchs Deodar Cedar (Cedrus deodara 'Karl Fuchs') regularly, about once a week up to every 10 days. Water the soil until it is evenly moist and avoid over-watering. If necessary, water more often in hot or dry conditions, and during extended periods of dry weather. During the growing season, apply a deep soaking once a month to encourage deep root growth. Be sure to water the plants in the early morning, so they have time to dry out before evening.","The Karl Fuchs Deodar Cedar (Cedrus deodara 'Karl Fuchs') is a coniferous evergreen tree that prefers full sunlight. For optimal growth and health, Karl Fuchs Deodar Cedar trees should receive at least 6 hours of unfiltered sunlight daily. During the hottest summer months, the tree should receive some relief from the sun in late afternoon as the sun intensity peaks in late afternoon and early evening. During winter months, full sun is not as intense, but you should still consider where the sun will be available for most of the day based on the available space for the tree.","Karl Fuchs Deodar Cedar should be pruned every year in late fall or early winter. Pruning should be done with careful attention to the overall shape of the tree and the natural pattern of branch growth. Pruning should focus on removing dead or damaged branches, and trimming back overly vigorous branches to manage the size and encourage denser foliage coverage. The tree should be kept in an open and symmetrical shape, with the branches spaced evenly all around. Depending on the desired shape, you may opt to prune further beyond the natural silhouette in order to spice up the look of the tree."
206,Average,"At least once ""7-10"" days","[""Full sun""]","[""Well-drained""]",True,False,"[""February"", ""January""]",,"[""Blight"", ""needle cast"", "" Canker"", ""sap rot"", "" Diptera - true flies"", ""  Drought resistant ""]",,,High,Moderate,,"Kashmir Deodar Cedar (Cedrus deodara 'Kashmir') should be watered frequently, especially during the hot summer months. During spring and summer, water the plant deeply at least once a week. Increase frequency to twice a week during periods of hot, dry weather. During the winter months, reduce watering to once every 2 to 3 weeks, depending on the weather conditions. Check soil moisture before watering by sticking your finger in the potting soil up to the second finger joint. When the soil feels slightly dry, it's time to give the plant a deep watering. Avoid over-watering, as this can cause root rot.","Ideally, this tree species needs an exposure to direct sunlight for at least 6 hours a day for it to maintain its vigor and good health. When it comes to sunlight, the tree needs full sun during the spring and summer months, fully exposed to the midday sun. ","Kashmir Deodar Cedar (Cedrus deodara 'Kashmir') is generally a slow-growing tree, so it requires minimal pruning. Pruning should be done in late winter, preferably after January, when the tree is in its dormancy period. It is important to prune only dead, dying, or broken branches using clean, sharp pruning tools. When pruning, take care to make clean cuts just above the branch collar. Avoid removing more than 25% of the tree’s foliage and try to prune in a way that preserves the plant’s natural shape."
207,Average,"At least once ""7-10"" days","[""Full sun""]","[""Rocky "", "" gravelly "", "" dry""]",True,True,"[""June"", ""July"", ""August""]",,"[""Blight"", ""needle cast"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",Flowers in Summer,,Low,Moderate,Medium,"The Cedar of Lebanon should be watered every 7-10 days. Each watering should be done with enough water so that the soil is completely saturated, but it should be allowed to dry out completely between waterings. When the plant is young it should be watered more frequently than when it is mature. It is important that the soil does not become overly soggy, as that can lead to root rot. Additionally, during periods of intense heat it may need to be watered more than once a week.  During the winter months, watering should be reduced.","Cedrus libani, or Cedar of Lebanon, species prefer to be grown in locations with full sunlight for most of the day. During the summer months, the plant should receive at least 8 hours of direct sunlight each day and during the cool, winter months at least 6 hours. ","Cedar of Lebanon (Cedrus libani) should generally be pruned lightly at the end of summer or early fall. Pruning should be done every 3-4 years and should consist of removing any dead, diseased or damaged branches, and controlling tree size and shape by selectively removing some of the longer branches that have grown over the past few years. When removing branches, always ensure that the tree is balanced after pruning, making sure that no side is heavier than the other."
208,Frequent,"At least once ""7-10"" days","[""full sun""]","[""Rocky "", "" gravelly "", "" dry""]",True,True,"[""February"", ""March"", ""April"", ""May""]",,"[""Blight"", ""needle cast"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",Flowers in Summer,,Low,Moderate,Moderate,"Green Prince Cedar of Lebanon should be watered thoroughly about twice a week during its growing season, from late spring to mid-fall. Watering should be reduced over winter. The soil should remain moist, but not wet or saturated. Water until it starts to drip out of the drainage holes. Avoid giving the plant too much water otherwise root rot can occur. During periods of extreme heat, it may need more regular watering. During winter months, water only when the soil begins to dry out and the plant looks wilted.","Green Prince Cedar of Lebanon (Cedrus libani 'Green Prince') needs full sun; at least 6 hours of direct sunlight each day. This tree prefers a sunny spot that receives at least 80% of direct sunlight throughout the day. During winter, it should receive full sun during the morning hours, followed by midday shade during the afternoon hours. During the summer, this tree prefers full sun for the majority of the day.","Green Prince Cedar of Lebanon (Cedrus libani 'Green Prince') should be pruned in late winter to early spring just before the new growth starts. This helps to encourage a natural and balanced shape, while maintaining size. You should only remove dead or damaged branches and dead or diseased growth. Pruning should generally be fairly light, limiting pruning of healthy material to no more than 1/4  of the live foliage. This ensures that the plant retains its natural shape and good health. If cedars become overgrown, they can be cut back to desirable sizes if needed. However, it is important to remember that over-pruning may result in thinning branches and stunted growth."
209,Average,"At least once ""7-10"" days","[""full sun""]","[""Rocky "", "" gravelly "", "" dry""]",True,True,"[""March"", ""April"", ""May"", ""June"", ""July"", ""August""]",,"[""Blight"", ""needle cast"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",Flowers in Summer,,Low,Moderate,Medium,"Weeping Cedar of Lebanon (Cedrus libani 'Pendula') should be watered thoroughly, allowing a few inches of the soil to be completely saturated, and then allowing it to dry out somewhat before watering again. When watering container-grown plants, it is best to water until water starts to run from the drainage holes. This species of tree should be watered approximately once a week during the summer when the soil is dry, and about once every 10 to 14 days during the winter when there is less evaporation. Allowing the soil to go completely dry can cause damage, so it is wise to check the moisture level of the soil every few days. 

When planted on direct soil, check if the soil is dry to a depth of 2 to 3 inches, if it is, then the tree should be watered.",The Weeping Cedar of Lebanon (Cedrus libani 'Pendula') requires full sun for optimum growth. It should be planted in a location that receives at least 6 hours of unfiltered direct sunlight each day. ,"Weeping Cedar of Lebanon should be pruned during the spring or summer months. The amount of pruning needed varies depending on the size of the tree. Generally, it is recommended to prune only around 1/3 of the tree at any 1 time. This will help maintain the overall shape of the tree while removing dead, diseased, or crossing branches. The best way to prune a weeping cedar of Lebanon is to prune slowly and selectively. Care should be taken to avoid cutting too deeply, as this can damage the branches or even kill the entire tree. When finished, follow up with a balanced application of liquid fertilizer to nourish the newly pruned branches."
