plant_disease_id,common_name,scientific_name,other_name,host,description,solution
49,Curly top,Beet curly top virus  (BCTV),[],"[""beans"", ""cantaloupe"", ""pepper"", ""potato"", ""tomato""]","[{""subtitle"": ""What is Curly Top, Beet curly top virus (BCTV)?"", ""description"": ""Curly top is a plant disease caused by the Beet curly top virus (BCTV), affecting various crops like beets, tomatoes, peppers, beans, and cucurbits. It is transmitted by the beet leafhopper and is prevalent in arid and semi-arid regions. This disease poses a significant challenge in agricultural areas, particularly in the western United States. Symptoms include stunted growth, yellowing and curling of leaves, and reduced yield.""}, {""subtitle"": ""How does Curly Top, Beet curly top virus (BCTV) occur?"", ""description"": ""The curly top virus (BCTV) is spread by the beet leafhopper (Circulifer tenellus). When the leafhopper feeds on an infected plant and then moves to a healthy plant, it transfers the virus. Infected seeds or plant material can also transmit the virus. Once inside the plant, the virus damages plant cells and disrupts protein production, leading to various symptoms.""}]","[{""subtitle"": "" Resistant Plant Varieties"", ""description"": ""Some plant varieties are naturally resistant to the curly top viruses. Planting these varieties can significantly reduce the risk of infection.""}, {""subtitle"": ""Cultural practices"", ""description"": ""Proper irrigation, fertilization, and soil management can help reduce plant stress and improve plant health, reducing the risk of infection. Furthermore, infected plants should be removed and destroyed to prevent the virus from spreading to nearby plants.""}, {""subtitle"": "" Proper Monitoring  and  virus-free seed "", ""description"": ""Regular monitoring of crops for signs of infection can help identify and contain the spread of the virus. And using virus-free seed and plant material can help prevent the introduction of the virus into new fields.""}, {""subtitle"": ""Control leafhoppers"", ""description"": ""Leafhoppers are the primary vector for the virus, so controlling their populations can help reduce the risk of infection. This can be done using insecticides or other methods such as removing nearby weeds or other plants that may host leafhoppers.""}, {""subtitle"": ""Chemical Control "", ""description"": ""There are currently no effective antiviral treatments available for the curly top virus (BCTV) in plants. Once a plant is infected with the virus, there are no treatments that can cure the infection or eliminate the virus from the plant.""}]"
50,Damping off,Pythium  spp.,"[""Root rot""]","[""beans"", ""cucurbits""]","[{""subtitle"": ""What is Damping off, Root Rot (Pythium spp,)?"", ""description"": ""Damping off is a fungal infection that primarily affects young plants, causing them to wilt, collapse, and die. Various fungi, including Pythium spp., are responsible for this condition. Nearly all fruit, vegetable, field, and ornamental crops are susceptible. Pythium spp. can also induce root rot, especially in waterlogged conditions. Symptoms include dark-brown to black water-soaked lesions that quickly spread across seedlings. Post-emergence, brown water-soaked lesions appear on roots and hypocotyls, leading to wilting and eventual death. ""}, {""subtitle"": ""How does Damping off, Root Rot (Pythium spp,) occur?"", ""description"": ""Pythium spp. are soil-borne fungi capable of both sexual and asexual reproduction. They infect plants through their roots, gaining entry through wounds or natural openings. Thriving in warm and moist soil, Pythium spp. can persist there for extended periods, awaiting suitable host plants to infect. Once inside a plant, they can cause various diseases.""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""•\\tPlant resistant varieties of plants whenever possible\\n•\\tEnsure good soil drainage and avoid waterlogging.\\n•\\tAvoid overwatering and use proper irrigation techniques.\\n•\\tRotate crops and avoid planting susceptible plants in the same location repeatedly.\\n•\\tUse clean planting materials and sterilize tools and containers.\\n""}, {""subtitle"": ""Integrated Pest Management"", ""description"": ""•\\tIncorporate multiple control measures such as cultural practices, chemical control, and biological control to manage Pythium spp.\\n•\\tRegularly monitor plants for signs of disease and act at the first sign of infection.\\n""}, {""subtitle"": ""Biological Control"", ""description"": ""•\\tUse biocontrol agents such as beneficial bacteria or fungi to suppress Pythium spp.\\n•\\tUse natural products like neem oil, and garlic extract, to reduce the spread of the disease.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""•\\tThere are several fungicides available for controlling Pythium spp., including metalaxyl, mefenoxam, propamocarb, fludioxonil, and azoxystrobin. \\nAlways read and follow label instructions when using fungicides.""}]"
51,Fusarium root rot,Fusarium solani,"[""Fusarium crown and foot rot""]","[""beans"", ""pumpkin"", ""squash""]","[{""subtitle"": ""What is Fusarium root rot (Fusarium solani)?"", ""description"": ""Fusarium root rot, caused by the fungus Fusarium solani, is a global disease that affects various plants such as fruits, vegetables, ornamental plants, and field crops. It can infect the roots of peppers, eggplants, tomatoes, and cucurbits. Its symptoms include yellowing and wilting of leaves, stunted growth, root decay, and plant death. The roots of affected plants may appear discolored and have a foul odor. ""}, {""subtitle"": ""How does Fusarium root rot (Fusarium solani) occur?"", ""description"": ""It spreads through asexual reproduction via spores produced on sporodochia, formed on infected plant tissue and soil. The spores can persist for years, waiting for a susceptible host to infect. \\nWhen conditions are favorable, they germinate and infect plant roots. The fungus colonizes the root tissue, causing damage and decay. Toxic compounds may also be produced, further damaging the plant. Sexual reproduction is possible but less common and less understood.\\n""}]","[{""subtitle"": ""Use of resistant varieties"", ""description"": "" Plant varieties resistant to Fusarium root rot can help prevent the disease. Many vegetable and fruit varieties are available with resistance to Fusarium root rot.""}, {""subtitle"": ""Soil management and Crop rotation"", ""description"": "" Proper soil management, such as improving soil drainage, avoiding overwatering and over-fertilization, and maintaining soil pH can help prevent the disease. And planting a non-host crop in the affected soil for several years can help reduce the level of the pathogen in the soil.""}, {""subtitle"": ""Biological control"", ""description"": ""The use of beneficial microorganisms, such as Trichoderma spp., can help reduce the severity of Fusarium root rot.""}, {""subtitle"": ""Heat treatment"", ""description"": ""Heat treatment of the soil, such as solarization or steam sterilization, can reduce the pathogen load in the soil.""}, {""subtitle"": ""Fungicides"", ""description"": ""Common fungicides used to control fungus include azoxystrobin, thiophanate-methyl, metalaxyl-M, and propiconazole.\\nConsult with local agricultural extension services or experts for appropriate fungicide recommendations and usage practices.""}]"
52,Mosaic viruses,,[],"[""beans"", ""eggplant"", ""pepper"", ""potato""]","[{""subtitle"": ""What are Mosaic Viruses?"", ""description"": ""Mosaic virus is a plant parasite that infects a broad range of horticultural and vegetable crops worldwide. It is prevalent in various regions. Infected plants include roses, beans, tobacco, tomatoes, potatoes, cucumbers, pumpkins, squash, melons, and peppers. Symptoms of mosaic virus infection manifest as yellow, white, or green stripes, streaks, or spots on foliage, along with wrinkled or curled leaves, mottled fruit, and the presence of dark green blisters. ""}, {""subtitle"": ""How do Mosaic Viruses Occur?"", ""description"": ""Mosaic viruses reproduce and spread in different ways. They can be passed on through infected seeds or by insects like aphids, leafhoppers, whiteflies, and cucumber beetles. When these insects feed on infected plants, they pick up the virus and then transfer it to healthy plants as they move around. The virus can also spread when people use contaminated tools or when plants are pruned or grafted.""}]","[{""subtitle"": ""Prevention"", ""description"": ""1.\\tPlant resistant varieties when available.\\n2.\\tPurchase disease-free seeds or transplants from reputable sources.\\n3.\\tPractice good sanitation, cleaning tools, and equipment to prevent virus transmission.\\n4.\\tControl insect vectors through natural pest control methods.\\n5.\\tRemove weeds that can act as virus hosts.\\n6.\\tAvoid tobacco use around susceptible plants.\\n""}, {""subtitle"": ""Treatment"", ""description"": ""1.\\tUnfortunately, there are no direct treatments for mosaic viruses once a plant is infected.\\n2.\\tPromptly remove and destroy infected plants to prevent further spread.\\n3.\\tImplement cultural practices to promote plant health, such as providing adequate nutrition, water, and optimal growing conditions.\\n4.\\tFocus on preventing new infections and managing the virus through prevention measures.\\n""}]"
53,Powdery mildew,Erysiphe polygoni,[],"[""beans"", ""beet"", ""carrot""]","[{""subtitle"": ""What is Powdery mildew (Erysiphe polygoni)?"", ""description"": ""Powdery mildew is a common fungal disease affecting various plants worldwide. It is caused by different species of powdery mildew fungi, such as Erysiphe polygoni.  It is characterized by white, powdery spots on leaves, shoots, flowers, and fruit. Vegetable crops like beans, cucumbers, lettuce, peppers, squash, tomatoes, and many others are susceptible. Symptoms include yellowing, leaf distortion, and premature leaf drop.""}, {""subtitle"": ""How does Powdery mildew (Erysiphe polygoni) occur?"", ""description"": ""It reproduces through spores that are dispersed by wind. These spores can germinate and infect plants even in the absence of free water. The fungi form thin layers of mycelium on the plant surface, producing chains of spores that create the characteristic white, powdery growth. Some species also produce special resting spores for overwinter survival. The moderate temperature range of 60°F to 80°F and shady conditions are favorable for powdery mildew development, while extreme heat and direct sunlight inhibit its growth and spread.""}]","[{""subtitle"": ""Plant Management Strategies"", ""description"": ""•\\tChoose Resistant Varieties: Opt for vegetable varieties that are resistant to powdery mildew to reduce the risk of infection.\\n•\\tProper Spacing: Provide sufficient spacing between plants to ensure good air circulation and reduce humidity levels.\\n•\\tSunlight Exposure: Plant in sunny areas to promote dry conditions and discourage powdery mildew growth.\\n""}, {""subtitle"": ""Cultural Practices"", ""description"": ""•\\tWatering Techniques: Avoid overhead watering to keep foliage dry; instead, water at the base of plants.\\n•\\tBalanced Fertilization: Apply balanced fertilizers and avoid excessive nitrogen, which can promote susceptible foliage.\\n•\\tPruning and Sanitation: Regularly remove and destroy infected plant parts to prevent the spread of spores.\\n""}, {""subtitle"": ""Biological Control Agents"", ""description"": ""•\\tSerenade: A biological fungicide containing the bacterium Bacillus subtilis helps prevent powdery mildew infections. It is considered nontoxic to people, pets, and beneficial insects.\\n\\n•\\tBeneficial Fungi: Certain species of beneficial fungi, such as Trichoderma spp., can help suppress powdery mildew growth when applied as a biocontrol agent.\\n\\nIt's important to read and follow the instructions and precautions provided on the fungicide labels, as they vary based on the specific product and crop being treated.\\n""}, {""subtitle"": ""Fungicides"", ""description"": ""•\\tHorticultural Oils: Saf-T-Side Spray Oil, Sunspray Ultra-Fine Spray Oil.\\n\\n•\\tNeem Oil: Effective as both an insecticide and fungicide.\\n\\n•\\tSulfur-based Fungicides: Safer Garden Fungicide (wettable sulfur).\\n\\n•\\tCopper-based Fungicides: Available but not highly effective against powdery mildew.\\n\\nIt's important to read and follow the instructions and precautions provided on the fungicide labels, as they vary based on the specific product and crop being treated.\\n""}]"
54,Powdery mildew,Sphaerotheca fuliginea,[],"[""beans"", ""black-eyed pea"", ""cantaloupe"", ""cucurbits"", ""okra""]","[{""subtitle"": ""What is Powdery mildew (Sphaerotheca fuliginea)?"", ""description"": ""Powdery mildew caused by Sphaerotheca fuliginea is a common fungal disease that affects beans, black-eyed peas, cucurbits (cucumbers, melons, squash, pumpkins), and okra. It is characterized by the presence of a white powdery coating on leaves, stems, and fruits. This disease is prevalent in warm and dry regions. Infected plants exhibit symptoms such as powdery patches, leaf distortion, stunted growth, premature leaf drop, and blemished or deformed fruits.""}, {""subtitle"": ""How does Powdery mildew (Sphaerotheca fuliginea) occur?"", ""description"": ""It reproduces through a process called asexual reproduction. It produces powdery spores called conidia that are dispersed by wind and can germinate on susceptible plants. When favorable conditions are present, such as warm temperatures and high humidity, the conidia germinate and form new fungal colonies on susceptible plant surfaces. The rapid reproduction and dispersal of conidia contribute to the widespread occurrence and spread of powdery mildew in beans, black-eyed peas, cucurbits, and okra.""}]","[{""subtitle"": ""Plant Management Strategies"", ""description"": ""•\\tChoose Resistant Varieties: Opt for vegetable varieties that are resistant to powdery mildew to reduce the risk of infection.\\n\\n•\\tProper Spacing: Provide sufficient spacing between plants to ensure good air circulation and reduce humidity levels.\\n\\n•\\tSunlight Exposure: Plant in sunny areas to promote dry conditions and discourage powdery mildew growth.\\n""}, {""subtitle"": ""Cultural Practices"", ""description"": ""•\\tWatering Techniques: Avoid overhead watering to keep foliage dry; instead, water at the base of plants.\\n\\n•\\tBalanced Fertilization: Apply balanced fertilizers and avoid excessive nitrogen, which can promote susceptible foliage.\\n\\n•\\tPruning and Sanitation: Regularly remove and destroy infected plant parts to prevent the spread of spores.\\n""}, {""subtitle"": ""Biological Control"", ""description"": ""•\\tSerenade: A biological fungicide containing the bacterium Bacillus subtilis helps prevent powdery mildew infections. It is considered nontoxic to people, pets, and beneficial insects.\\n\\n•\\tBeneficial Fungi: Certain species of beneficial fungi, such as Trichoderma spp., can help suppress powdery mildew growth when applied as a biocontrol agent.\\n\\nIt's essential to read and follow the instructions and precautions provided on the fungicide labels, as they vary based on the specific product and crop being treated.\\n""}, {""subtitle"": ""Fungicides"", ""description"": ""•\\tHorticultural Oils: Saf-T-Side Spray Oil, Sunspray Ultra-Fine Spray Oil.\\n•\\tNeem Oil: Effective as both an insecticide and fungicide.\\n•\\tSulfur-based Fungicides: Safer Garden Fungicide (wettable sulfur).\\n•\\tCopper-based Fungicides: Available but not highly effective against powdery mildew.\\n\\nIt's important to read and follow the instructions and precautions provided on the fungicide labels, as they vary based on the specific product and crop being treated.\\n""}]"
55,White mold,Sclerotinia sclerotiorum,"[""Cottony soft rot (white mold)"", ""White mold (Cottony soft rot)""]","[""beans"", ""carrot"", ""cucurbits"", ""tomato""]","[{""subtitle"": "" What is White mold (Sclerotinia sclerotiorum)?"", ""description"": ""White mold, caused by the fungus Sclerotinia sclerotiorum, is a disease that affects various crops worldwide. It has a wide distribution, occurring in regions with cool and moist conditions. Infected plants include soybeans, sunflowers, canola, beans, lettuce, and other susceptible crops. Symptoms of white mold include wilting stems, gray-green or brown leaves, and the presence of white, cottony mycelium and black, hard sclerotia on stems or in the soil.""}, {""subtitle"": ""How does White mold (Sclerotinia sclerotiorum) occur?"", ""description"": ""It reproduces through the production of small, hard, black sclerotia, which can survive in the soil for several years. These structures are formed from mycelium that colonizes plant tissues and can germinate and produce new fungal growth when environmental conditions are favorable. \\nThe fungus can also produce spores called ascospores, which are dispersed by wind and rain and can infect plants through wounds or natural openings. Once inside the host, the fungus spreads through the plant's vascular system, causing extensive damage and often leading to the death of the infected plant.""}]","[{""subtitle"": ""Cultural Practices for Prevention and Management"", ""description"": ""•\\tCrop rotation: Rotate with non-host crops like corn or small grains to reduce the buildup of the pathogen in the soil.\\n\\n•\\tProper spacing: Use wider row spacing to improve air circulation and reduce humidity within the crop canopy, creating unfavorable conditions for disease development.\\n\\n•\\tTimely planting: Avoid planting during periods of high humidity or when the weather conditions favor the disease.\\n\\n•\\tGood field sanitation: Remove crop debris and plant residues to reduce overwintering of the pathogen.\\n\\n•\\tPlant resistant varieties: Choose soybean or other crop varieties bred for resistance to white mold.\\n""}, {""subtitle"": ""Biological control"", ""description"": ""Some biological control agents, such as Trichoderma and Bacillus, have shown potential in suppressing the growth of Sclerotinia sclerotiorum.\\nIt is important to note that specific fungicides, their efficacy, and application recommendations may vary depending on the region, crop, and local regulations.""}, {""subtitle"": ""Chemical control"", ""description"": ""Here are a few examples of fungicides commonly used for white mold control caused by Sclerotinia sclerotiorum\\n\\n•\\tBoscalid: This fungicide is available under various trade names such as Endura, Emerald, and Serenade ASO.\\n\\n•\\tPyraclostrobin: Fungicides like Headline and Cabrio contain pyraclostrobin as an active ingredient, which provides control against white mold.\\n\\n•\\tAzoxystrobin: Products such as Quadris and Amistar contain azoxystrobin, which is effective against Sclerotinia diseases.\\n\\n•\\tThiophanate-methyl: Fungicides like Topsin-M and T-Methyl contain thiophanate-methyl and can be used for white mold management.\\n\\nIt is important to note that specific fungicides, their efficacy, and application recommendations may vary depending on the region, crop, and local regulations.\\n""}]"
56,Bacterial soft rots leaf spots blights wilts,Erwinia spp.,"[""Bacterial soft rot""]","[""begonia"", ""broccoli"", ""corn""]","[{""subtitle"": ""What is Bacterial soft rot (Erwinia spp.)?"", ""description"": ""Bacterial soft rot, caused by Erwinia spp., is a worldwide plant disease affecting potato, carrot, eggplant, squash, and tomato. It causes water-soaked lesions that turn slimy, leading to tissue discoloration, collapse, and a foul odor. This highly destructive disease results in wilting and plant death.""}, {""subtitle"": ""How does Bacterial soft rot (Erwinia spp.) occur?"", ""description"": ""Erwinia spp. bacteria can enter plants through wounds, natural openings, or by infecting roots. Once inside the plant, they start to grow and reproduce by releasing enzymes that break down plant tissues. These bacteria can survive for a long time in soil, plant debris, and tools used in plant production. In wet conditions, the bacteria can spread through water, insects, and other means. They can also be introduced into healthy plants through contaminated soil, water, or plant material. Erwinia spp. can reproduce quickly, leading to the rapid spread of the disease within a plant or among plants in a production facility.""}]","[{""subtitle"": ""Preventions"", ""description"": ""•\\tPractice good hygiene by promptly removing and destroying infected plant material.\\n•\\tUse disease-free seeds and transplants from reputable sources.\\n•\\tRotate susceptible crops with non-host plants to break the disease cycle.\\n•\\tAvoid overhead watering and opt for drip irrigation or watering at the base of plants.\\n•\\tHandle plants with care to minimize mechanical injury and wounds.\\n•\\tClean and sterilize tools to prevent the spread of bacteria.\\n•\\tPlant resistant cultivars whenever available to reduce susceptibility.\\n""}, {""subtitle"": ""Biological Control"", ""description"": ""•\\tBeneficial microorganisms that are used include Bacillus subtilis, Trichoderma spp., and Pseudomonas fluorescens.\\n•\\tThese organisms can be applied to plants as soil drenches or foliar sprays, providing long-term control of fungal diseases without negative environmental impacts.\\nConsult with local agricultural experts or extension services for appropriate chemical control options.\\n""}, {""subtitle"": ""Chemical Controls"", ""description"": ""•\\tIn severe cases, consider the use of bactericides or antibiotics following recommended guidelines.\\n\\n•\\tConsult with local agricultural experts or extension services for appropriate chemical control options.\\n""}]"
57,Leaf spot diseases,Phyllosticta spp.,[],"[""begonia"", ""snapdragon""]","[{""subtitle"": ""What is leaf spot disease, (Phyllosticta spp.)?"", ""description"": ""Phyllosticta spp. is a worldwide distributed fungal pathogen causing leaf spot disease. It infects various plants, including holly, ivy, rhododendron, yew, boxelder, cherry, crape myrtle, leucothoe, magnolia, maple, and many more. Leaf spots appear as irregular brown blotches with black fruiting bodies in affected tissues. While commonly found on dead leaves and twigs, Phyllosticta spp. can occasionally act as a pathogen, leading to leaf spots, needle browning, and dieback in previously healthy plants.""}, {""subtitle"": ""How does leaf spot disease, (Phyllosticta spp.) occur?"", ""description"": ""Phyllosticta spp. takes advantage of weakened plants, spreading through spore dispersal and causing visible damage. It readily colonizes injured foliage, particularly in evergreens. Within the infected tissue, tiny black fruiting bodies form, releasing spores that easily spread to healthy foliage during wet periods.\\n While fruiting bodies may be visible on some hosts, they can go unnoticed on others. Leaves often develop multiple blotches, but under shaded and moist conditions, entire leaves can die, resulting in disfigurement of the plants.""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""•\\t Maintain overall plant health through proper watering, fertilization, and pruning to minimize plant stress and susceptibility to disease.\\n\\n•\\tRemove and dispose of infected plant debris promptly to prevent the spread of spores and minimize overwintering sources of the fungus.\\n\\n•\\tProvide adequate air circulation and sunlight penetration by spacing plants appropriately, reducing the favorable conditions for disease development.\\n\\n•\\tAvoid overhead irrigation to minimize leaf wetness and ensure well-drained soil to prevent excessive moisture.\\n\\n•\\tConsider planting cultivars that are known to have resistance or tolerance to Phyllosticta spp. This can help minimize the risk of infection.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""•\\tUnfortunately, no specific fungicides are recommended to control Phyllosticta species. However, there are a few fungicides that could potentially be used, such as tebuconazole (Provanto Fungus Fighter Concentrate) and tebuconazole with trifloxystrobin (Provanto Fungus Fighter Plus, Toprose Fungus Control & Protect). \\n•\\tAnother option is triticonazole (Fungus Clear Ultra), but its effectiveness against these pathogens is not well-documented. \\n•\\tRemember to always read and follow the instructions on the fungicide label for proper usage and safety precautions.\\n""}]"
58,Powdery mildew,Golovinomyces cichoracearum,[],"[""begonia"", ""sunflower""]","[{""subtitle"": ""What is Powdery mildew (Golovinomyces cichoracearum)?"", ""description"": ""Powdery mildew, caused by the fungus Golovinomyces cichoracearum, is a widespread fungal disease affecting various plants worldwide. This fungal pathogen thrives in moderate temperatures and can infect ornamental plants like roses and dahlias, as well as vegetable crops such as cucumbers, melons, pumpkins, squash, tomatoes, and some fruits including apple pears, etc. Symptoms include irregular brown spots and blotches on the leaves of affected plants, needle browning and death in yew trees.""}, {""subtitle"": ""How does Powdery mildew (Golovinomyces cichoracearum) occur?"", ""description"": ""It reproduces asexually through the production of airborne spores. These conidia are produced on specialized structures known as conidiophores, which enable the fungus to spread. Once released, the conidia are carried to nearby susceptible plants by wind or other means. \\n\\nUnder favorable conditions, the conidia germinate and penetrate the plant's cells, initiating infection. The fungus grows Inside the host, forming a visible mycelium, and producing more conidiophores and conidia. This reproductive cycle enables pathogens to rapidly propagate and infect new plants, necessitating effective management strategies.""}]","[{""subtitle"": ""Cultural Practices and Plant Selection"", ""description"": ""•\\tChoose resistant or tolerant plant varieties.\\n•\\tMaintain proper spacing for good air circulation.\\n•\\tAvoid overhead irrigation and water at the base of plants.\\n•\\tPrune infected plant parts to improve airflow and reduce spread.\\n•\\tEnhance sunlight exposure by trimming nearby trees or shrubs.\\n""}, {""subtitle"": ""Organic Treatment"", ""description"": ""Organic alternatives for controlling powdery mildew caused by Golovinomyces cichoracearum include neem oil, baking soda solution, milk sprays, potassium bicarbonate,""}, {""subtitle"": ""Biological Control"", ""description"": ""Certain biofungicides containing beneficial microorganisms, such as Bacillus subtilis, can help suppress powdery mildew and provide natural control.""}, {""subtitle"": ""Fungicidal Treatments"", ""description"": ""•\\tSome fungicides include Cyflufenamid (Torino), Quinoxyfen (Quintec), Triflumizole (Procure 480SC), Myclobutanil (Rally 40WSP), Fluopyram/Trifloxystrobin (Luna Sensation), and Pyraclostrobin/Boscalid (Pristine). \\n\\n•\\tThese fungicides have different modes of action, including phenyl-acetamide, quinoline, demethylation inhibitor, succinate dehydrogenase inhibitor, and quinone outside inhibitor. \\n\\n•\\tEach fungicide may have specific application limits or requirements. Please note that proper usage instructions, application rates, and safety precautions should be followed when using any fungicide.\\n""}]"
59,Red thread,Laetisaria fuciformis,[],"[""bentgrasses"", ""bermudagrass"", ""bluegrass"", ""fescues"", ""ryegrasses""]","[{""subtitle"": ""What is Red thread (Laetisaria fuciformis)?"", ""description"": ""The Red thread is a common fungal disease caused by the fungus Laetisaria fuciformis. It affects various plants, including turfgrass like fine fescues and perennial ryegrass. This disease often occurs in lawns with low nitrogen levels, especially during wet summers. Infected plants display pinkish-red or tan thread-like structures called sclerotia on leaves and stems. Brown or straw-colored patches on foliage serve as visual signs of this distinctive fungal infection. These patches can vary in size from 7.5cm (3in) to 25cm (10in) or even larger. Red thread can also impact ornamental grasses and certain broadleaf plants.""}, {""subtitle"": ""How does Red thread (Laetisaria fuciformis) occur?"", ""description"": ""During unfavorable periods, the fungus survives as a desiccated stroma or within the infected plant material. Spores, dispersed through water, wind, and human activities, play a crucial role in their spread. Moisture on leaves is essential for germination and infection. Red thread thrives in cooler weather with optimal temperatures between 60-75°F; growth declines above 75°F and stops at 85°F. The fungus persists through its asexual reproductive cycle, continually producing conidia, facilitating its spread and longevity.""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""•\\tUse nitrogen-rich fertilizers to promote grass growth.\\n•\\tImprove soil drainage through aeration.\\n•\\tWater deeply but less frequently to prevent excessive moisture.\\n•\\tMaintain proper mowing height and remove thatch and debris.\\n•\\tClean tools to prevent disease spread.\\n•\\tApply nitrogen fertilizer to control red thread.\\n•\\tIn severe cases, consider professional treatment for effective management of the disease.\\n\\n""}]"
60,Take-all patch,Gaeumannomyces graminis var. avenae,[],"[""bentgrasses""]","[{""subtitle"": ""What is Take-All Patch (Gaeumannomyces graminis var. avenae)?"", ""description"": ""Take-All Patch is a significant disease caused by Gaeumannomyces graminis var. avenae that primarily affects young (1 to 5-year-old) bentgrass turf, but it can also damage older stands. It appears as bronze or bleached patches in late spring or early summer. The center of the patch dies, creating room for annual bluegrass and weed growth. Initially small, the spots can expand into large patches over time. Affected plants have shallow roots and can be easily uprooted. Black runner hyphae of the fungus are visible on crowns and roots.""}, {""subtitle"": ""How does Take-All Patch (Gaeumannomyces graminis var. avenae) occur?"", ""description"": ""After bentgrass turf is established, dark brown runner hyphae of G. graminis appear on root surfaces. It's unclear how the pathogen spreads to new bentgrass stands, but possible sources include infected plant debris on equipment, soil transport, or golfers' shoes. Spore dissemination is rare.\\n\\nRunner hyphae infect roots during cool, moist conditions in fall and spring. Bentgrass can handle some root infection in cool weather, but pathogen-induced root damage leads to wilting and death in hot, dry conditions. In northern climates, G. graminis mycelium remains inactive in winter and becomes active in spring and summer for disease progression.""}]","[{""subtitle"": ""Cultural Practices"", ""description"": ""•\\tCrop rotation disrupts the disease cycle.\\n•\\tUse resistant or tolerant cultivars.\\n•\\tImprove soil drainage and avoid overwatering.\\n•\\tMaintain balanced soil fertility and pH levels.\\n•\\tManage thatch and organic debris accumulation.\\n•\\tRemove and dispose of infected plant debris properly.\\n•\\tAvoid transferring contaminated soil or equipment.\\n\\n""}, {""subtitle"": ""Acidifying Fertilizer"", ""description"": ""•\\tUse an acidifying fertilizer like ammonium sulfate to lower soil pH (in high pH soils >6.5).\\n•\\tTarget a soil pH range of 5.5 to 6.0.\\n•\\tApply low rates of ammonium sulfate during spring and fall.\\n•\\tWater it into the turf to prevent foliar burn, especially in hot weather (>80oF).\\n""}, {""subtitle"": ""Soil Test and Manganese Application"", ""description"": ""•\\tIn persistent cases with low manganese levels indicated by soil tests.\\n•\\tApply 2 lb of soluble manganese per acre as manganese sulfate.\\n•\\tApply in spring to avoid foliar burn and ensure penetration into the root zone.\\n•\\tSufficient water should be used during application.\\nNote: Results may vary depending on soil type, pH, and application frequency/rate. Control measures should be implemented before visible patch symptoms appear.\\n""}, {""subtitle"": ""Fungicide Applications"", ""description"": ""•\\tMyclobutanil (Andersons Golden Eagle DG, Eagle 20EW, Myclobutanil 20EW).\\n•\\tPropiconazole (Andersons Prophesy DG, Banner Maxx II, Dorado, Lesco Spectator, Propiconazole 14.3, Savvi).\\n•\\tTebuconazole (ArmorTech TEB 360 XL, Mirage Stressgard, Sipcam Clearscape ETQ, Tebuconazole 3.6, Torque).\\n•\\tAzoxystrobin (Heritage, Heritage TL, Strobe 50WG, Strobe 2L, Strobe Pro).\\n•\\tFluoxastrobin (Disarm G, Disarm 480 SC, Fame Granular, Fame SC).\\nThese are examples of fungicides that contain these active ingredients. Please note that product availability and formulations may vary by region.\\n""}]"
61,Leaf spot,Bipolaris spp.,[],"[""bermudagrass"", ""bluegrass"", ""fescues"", ""kikuyugrass"", ""ryegrasses"", ""zoysiagrass""]","[{""subtitle"": ""What is Leaf spot (Bipolaris spp.)?"", ""description"": ""Leaf spot, caused by Bipolaris spp., is a fungal disease affecting grasses like Hybrid Bermuda, Common Bermuda, Perennial Ryegrass, and Zoysiagrass. Thriving in warm weather with wet and dry cycles in the thatch layer, it leads to brown spots on leaves, sheaths, and stems during cool weather. In hot and humid conditions, it can cause melting-out, leading to crown and root rots. Symptoms may spread across the lawn, resulting in thinning areas. Infected leaves, sheaths, and stems show circular to elongated brownish spots with dark borders, while crowns and roots exhibit dark brown rot.""}, {""subtitle"": ""How does Leaf spot (Bipolaris spp.) occur?"", ""description"": ""During winter, the fungus survives in the crowns, roots, or debris of the grass. In cool and wet spring weather (around April to early May), the fungus becomes active. Rain or irrigation water carries its spores onto new grass leaves, causing new leaf spot infections.\\nDuring late spring, more spores and leaf spot symptoms develop. If conditions are favorable, the spores reach the crowns and roots, leading to the melting-out phase by late spring or early summer. Leaf spot and melting-out fungi can infect different types of cool-season grasses during the summer.""}]","[{""subtitle"": ""Cultural practices"", ""description"": ""•\\tChoose turfgrass varieties that are resistant to leaf spot. Prioritize planting these resistant cultivars whenever possible.\\n•\\tApply moderate amounts of nitrogen fertilizer (0.5 to 1.0 lb. nitrogen/1,000 sq ft) in early spring.\\n•\\tAvoid excessive nitrogen applications, which can promote disease development.\\n•\\tFrequent mowing helps reduce the severity of leaf spot and melting-out disease.\\n•\\tIf irrigation is necessary in summer, water deeply to thoroughly wet the soil.\\n•\\tThis reduces the need for frequent watering and helps prevent wilting and drought stress.\\n""}, {""subtitle"": ""Chemical Control"", ""description"": ""Fungicides containing iprodione, chlorothalonil, mancozeb, fludioxonil, azoxystrobin, or penthiopyrad with different product names such as Andersons Golden Eagle DG, Eagle 20EW, Myclobutanil 20EW are typically effective against leaf spot diseases.\\nPlease refer to the fungicide labels and consult with local experts for precise instructions and suitability for your specific region and situation.\\n""}]"
