general_plant_id,watering,watering_general_benchmark,sunlight,soil,drought_tolerant,salt_tolerant,pruning_month,pruning_count,pest_susceptibility,flowers_detail,harvest_season,growth_rate,maintenance,care_level,watering_guide,sunlight_guide,pruning_guide
171,Average,"At least once ""7-10"" days",['full sun'],[],True,False,"['September', 'October', 'November', 'February', 'March', 'April', 'February', 'March', 'May']",,[],,,High,,Medium,,,
172,Average,"At least once ""3-4"" days",['full sun'],['Well-drained'],False,True,"['March', 'April', 'May']",,"['Deer resistant', ' Drought resistant']",,Summer,Moderate,High,Medium,,,
173,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April']",,"['Deer resistant', ' Drought resistant']",,Summer,Moderate,High,Moderate,,,
174,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['June', 'July', 'August', 'December', 'January', 'February', 'March', 'April', 'June', 'July', 'August']",,"['Deer resistant', ' Drought resistant']",,Summer,Moderate,High,Medium,,,
175,Frequent,,"['full sun', 'part shade']",[],True,False,"['September', 'October', 'November', 'February', 'March', 'April']",,[],,Fall,Low,,Medium,,,
176,Frequent,,"['full sun', 'part shade']",[],True,False,"['September', 'October', 'November', 'February', 'March', 'April']",,[],,Fall,Low,,,,,
177,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,,Moderate,,,
178,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,High,,Moderate,,,
179,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Humus rich'],False,False,"['February', 'March', 'April', 'February', 'March']",,"['Aphids', 'adelgids', ' Bacterial leaf spot', ' Mites', '  Deer resistant ']",,,Moderate,Low,Medium,,,
180,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['March', 'April', 'March', 'April']",,"['Root rot', ' Scale insects', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Rabbit resistant ']",,,Moderate,Moderate,High,,,
181,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['March', 'April', 'May', 'August', 'March', 'April', 'May', 'August']",,[],,Fall,Low,,Medium,,,
182,Minimum,"At least once ""7-10"" days",['sun'],['Sandy Loamy Rocky'],True,True,"['March', 'April', 'May', 'June', 'July', 'August', 'September', 'February', 'June', 'December', 'January', 'February']",,"['Fungal leaf spot', ' Root rot']",,Fall,Low,Moderate,Medium,,,
183,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade', 'sheltered']",['Well-drained'],True,False,"['March', 'April']",,"['Fungal leaf spot', ' Root rot', ' Scale insects', '  Drought resistant ']",Flowers in Winter,Fall,Moderate,Low,Medium,,,
184,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April', 'May']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
185,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April', 'March', 'April', 'May']",,[],,Fall,Low,High,Medium,,,
186,Average,"At least once ""3-4"" days","['full sun', 'part shade']","['Bog', ' Well-drained']",True,True,"['February', 'March', 'April', 'February', 'March']",,"['Anthracnose', ' Dieback', ' Fungal leaf spot', ' Leaf miner insect', ' Rust', ' Virus']",,Fall,High,Low,Medium,,,
187,Average,"At least once ""3-4"" days","['full sun', 'part shade']","['Bog', ' Well-drained']",True,True,"['March', 'April', 'March', 'April']",,"['Anthracnose', ' Dieback', ' Fungal leaf spot', ' Leaf miner insect', ' Rust', ' Virus']",,Fall,High,Low,Medium,,,
188,Average,,"['Full sun', 'part shade']","['Bog', ' Well-drained']",True,True,"['June', 'July', 'August', 'March', 'April']",,"['Anthracnose', ' Dieback', ' Fungal leaf spot', ' Leaf miner insect', ' Rust', ' Virus']",,Summer,High,Low,Medium,,,
189,Average,"At least once ""3-4"" days","['full sun', 'part shade']",['Sandy Loamy'],True,False,"['March', 'April', 'April', 'May']",,"['Beetles', 'weevils', ' Leaf miner insect', ' Stem borer insects', '  Deer resistant', ' Drought resistant ']",,Fall,High,High,Medium,,,
190,Average,,"['full sun', 'part shade']",['Sandy Loamy'],True,False,"['February', 'March', 'April']",,"['Beetles', 'weevils', ' Leaf miner insect', ' Stem borer insects', '  Deer resistant', ' Drought resistant ']",,,High,High,Medium,,,
191,Average,"At least once ""7-10"" days","['part sun/part shade', 'full sun']",['Sand'],False,False,"['February', 'March', 'April']",,[],,Fall,Low,High,Moderate,,,
192,Average,"At least once ""7-10"" days",['full sun'],[],False,True,"['May', 'June', 'July']",,[],,,Low,High,Medium,,,
193,Minimum,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],True,False,"['March', 'April']",,"['Rust', '  Drought resistant ']",,,High,Low,Medium,,,
194,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],True,False,"['February', 'March', 'April', 'March', 'April', 'May', 'March', 'April', 'May', 'June', 'July', 'August']",,"['Heteroptera - true bugs', ' Leafhopper', 'spittlebug', '  Disease resistant', ' Drought resistant ']",Flowers in Spring,Fall,Low,Low,,,,
195,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,['February'],,"['Heteroptera - true bugs', ' Leafhopper', 'spittlebug', '  Disease resistant', ' Drought resistant ']",Flowers in Spring,Fall,Low,Low,Moderate,,,
196,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['April', 'May']",,"['Heteroptera - true bugs', ' Leafhopper', 'spittlebug', '  Disease resistant', ' Drought resistant ']",Flowers in Spring,Fall,Low,Low,Medium,,,
197,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],True,False,"['February', 'March', 'April', 'May']",,"['Heteroptera - true bugs', ' Leafhopper', 'spittlebug', '  Disease resistant', ' Drought resistant ']",Flowers in Spring,Fall,Low,Low,Medium,,,
198,Average,"At least once ""7-10"" days","['part shade', 'full shade']",[],False,False,"['March', 'April', 'May', 'December', 'January', 'February']",,[],Flowers in Spring,Fall,Low,Low,Medium,,,
199,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,Moderate,Medium,,,
200,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['March', 'April']",,[],,,Low,Moderate,Moderate,,,
201,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,Medium,,,
202,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,Moderate,,,
203,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],True,False,"['February', 'March', 'April']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,Medium,,,
204,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['May', 'June', 'July', 'August']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,Medium,,,
205,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],False,False,"['December', 'January', 'May']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,Medium,,,
206,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],True,False,"['February', 'January']",,"['Blight', 'needle cast', ' Canker', 'sap rot', ' Diptera - true flies', '  Drought resistant ']",,,High,Moderate,,,,
207,Average,"At least once ""7-10"" days",['Full sun'],"['Rocky ', ' gravelly ', ' dry']",True,True,"['June', 'July', 'August']",,"['Blight', 'needle cast', '  Pest resistant', ' Disease resistant', ' Drought resistant ']",Flowers in Summer,,Low,Moderate,Medium,,,
208,Frequent,"At least once ""7-10"" days",['full sun'],"['Rocky ', ' gravelly ', ' dry']",True,True,"['February', 'March', 'April', 'May']",,"['Blight', 'needle cast', '  Pest resistant', ' Disease resistant', ' Drought resistant ']",Flowers in Summer,,Low,Moderate,Moderate,,,
209,Average,"At least once ""7-10"" days",['full sun'],"['Rocky ', ' gravelly ', ' dry']",True,True,"['March', 'April', 'May', 'June', 'July', 'August']",,"['Blight', 'needle cast', '  Pest resistant', ' Disease resistant', ' Drought resistant ']",Flowers in Summer,,Low,Moderate,Medium,,,
210,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Acidic', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",,Fall,Moderate,Low,,,,
211,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Acidic', ' Well-drained']",True,False,"['March', 'April']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",,,Moderate,Low,,,,
212,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Acidic', ' Well-drained']",True,False,"['March', 'April']",,"['Pest resistant', ' Disease resistant', ' Deer resistant']",,Fall,Moderate,Low,Medium,,,
213,Average,,"['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April', 'May', 'June', 'July', 'August']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,,,,
214,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['March', 'April']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,Moderate,,,
215,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,,Moderate,Low,Moderate,,,
216,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,['May'],,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
217,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['March', 'April']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
218,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['March', 'April']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
219,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Canker', 'sap rot', ' Scale insects', ' Wilt']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
220,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],True,False,"['February', 'August', 'February', 'August']",,"['Blight', 'needle cast', ' Caterpillar', 'cutworm', ' Mites', ' Root rot', ' Scale insects', '  Pest resistant', ' Disease resistant ']",,,Moderate,Low,Medium,,,
221,Average,"At least once ""7-10"" days",['full sun'],['Loamy'],True,True,"['March', 'April', 'May']",,[],,,Low,,,,,
222,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Loamy'],False,False,"['March', 'April', 'May', 'May', 'December', 'January', 'February', 'March', 'April']",,[],,,Low,,Moderate,,,
223,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Loamy'],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,,Moderate,,,
224,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,Low,Medium,,,
225,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['May', 'June', 'July']",,[],,Fall,Low,Low,Moderate,,,
226,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,Low,Medium,,,
227,Average,,"['full sun', 'part shade']",[],False,True,"['February', 'March', 'April', 'August']",,[],,Fall,Low,Low,Medium,,,
228,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",[],True,False,"['February', 'March', 'April', 'August', 'February', 'March', 'April', 'June', 'July', 'August']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Moderate,Low,Moderate,,,
229,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],False,True,['February'],,[],,Fall,Low,Low,Moderate,,,
230,Average,"At least once ""3-4"" days","['Full sun', 'part shade']",[],False,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,Low,Medium,,,
231,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,Low,Low,,,,
232,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],True,True,"['March', 'April', 'August', 'March', 'April', 'August']",,[],,,Low,,Moderate,,,
233,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,[],,,High,,Moderate,,,
234,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['March', 'April', 'May', 'June', 'July', 'August']",,[],,Fall,High,Moderate,Medium,,,
235,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,True,"['May', 'June', 'July', 'May']",,[],,Summer,High,Low,Medium,,,
236,Frequent,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['March', 'April', 'May', 'March', 'April', 'May', 'May']",,[],,,Low,,Medium,,,
237,Average,"At least once ""7-10"" days","['Filtered shade', ' Full sun', ' Part sun/part shade']","['Acidic', ' Humus rich', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Anthracnose', '  Deer resistant', ' Rabbit resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
238,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'February', 'March', 'April']",,[],,,Low,,Medium,,,
239,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],True,False,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
240,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April']",,[],,,Low,,Medium,,,
241,Average,,"['full sun', 'part shade']",[],False,False,"['December', 'January', 'February', 'March', 'April', 'May', 'February', 'March', 'April']",,[],,,Low,,Medium,,,
242,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade', 'part shade']",['Sandy Loamy Clay Humus'],True,False,"['March', 'April', 'June', 'July', 'August', 'May', 'December', 'January', 'February']",,[],,,High,Low,Medium,,,
243,Average,,"['full sun', 'part sun/part shade']",['Sandy Loamy Clay Humus'],True,False,"['February', 'March', 'April']",,[],,Fall,Low,Low,Medium,,,
244,Frequent,,"['full sun', 'part shade']","['Acidic', ' Humus rich', ' Well-drained']",False,False,"['March', 'April', 'March', 'April', 'March', 'April']",,"['Fungal leaf spot', ' Root rot', '  Deer resistant ']",,Fall,High,Low,Medium,,,
245,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'February']",,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
246,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
247,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",False,False,['February'],,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
248,Average,"At least once ""3-4"" days","['Full sun', ' Part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
249,Average,"At least once ""7-10"" days","['full sun', 'part sun/part shade']","['Acidic', ' Well-drained']",True,False,"['March', 'April']",,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
250,Average,,"['Full sun', ' Part sun/part shade']","['Acidic', ' Well-drained']",False,False,"['February', 'March', 'April']",,"['Anthracnose', ' Canker', 'sap rot', ' Diptera - true flies', ' Fungal leaf spot', ' Mildew', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
251,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],False,False,['February'],,[],,Summer,Low,Low,Medium,,,
252,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'May']",,[],,Fall,Low,Low,,,,
253,Frequent,,"['part shade', 'part sun/part shade']",[],True,False,"['February', 'March', 'April']",,[],,Summer,Low,Low,Medium,,,
254,Average,"At least once ""3-4"" days","['Full sun', 'part shade']",[],False,False,"['March', 'April']",,[],,Summer,Low,Low,,,,
255,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Summer,Low,Low,Medium,,,
256,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",[],True,False,"['March', 'April', 'May']",,[],,Summer,Low,Low,,,,
257,Average,"At least once ""3-4"" days","['Full sun', 'part shade']",[],True,False,"['February', 'March', 'April', 'February', 'March', 'May', 'June']",,[],,Fall,Low,Low,Medium,,,
258,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April', 'May']",,[],,Summer,Low,Low,Medium,,,
259,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,['August'],,[],,Summer,Low,Low,,,,
260,Average,"At least once ""3-4"" days","['part sun/part shade', 'part shade']",[],True,False,"['February', 'March', 'April', 'May']",,[],,Summer,Low,Low,Moderate,,,
261,Average,"At least once ""3-4"" days","['Full sun', 'part shade']",[],True,False,"['June', 'July', 'August']",,[],,Summer,Low,Low,Medium,,,
262,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['February', 'February', 'May']",,"['Anthracnose', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant', ' Drought resistant ']",Flowers in Spring,Spring,Moderate,Low,Medium,,,
263,Average,"At least once ""7-10"" days","['Full sun', 'part shade']",['Well-drained'],False,False,"['February', 'March', 'April']",,"['Anthracnose', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
264,Average,"At least once ""7-10"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['March', 'April', 'March', 'April', 'May']",,"['Anthracnose', ' Nematodes', ' Root rot', ' Scale insects', ' Stem borer insects', ' Thrips', '  Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
265,Frequent,"At least once ""7-10"" days",['Full sun'],"['Rocky ', ' gravelly ', ' dry']",True,False,"['March', 'April', 'March', 'April']",,"['Fungal leaf spot', '  Drought resistant ']",,Fall,High,Moderate,Medium,,,
266,Average,"At least once ""7-10"" days","['Full sun', ' Part sun/part shade', ' Sheltered']","['Acidic', ' Humus rich', ' Well-drained']",True,False,"['December', 'January', 'February', 'March', 'April', 'May']",,"['Pest resistant', ' Rabbit resistant']",Flowers in Winter,,Low,Low,Medium,,,
267,Average,"At least once ""7-10"" days","['Full sun', ' Part sun/part shade', ' Sheltered']","['Acidic', ' Humus rich', ' Well-drained']",True,False,"['February', 'March', 'April', 'February', 'March', 'April']",,"['Pest resistant', ' Rabbit resistant']",Flowers in Winter,,Low,Low,Medium,,,
268,Frequent,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['March', 'April']",,[],,,High,,Medium,,,
269,Frequent,,"['full sun', 'part shade']",[],True,True,"['March', 'April', 'August', 'March', 'April', 'August']",,[],,,High,,Moderate,,,
270,Average,,"['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,,Low,,Medium,,,
271,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['December', 'January', 'February', 'March', 'April']",,[],,,High,,Moderate,,,
272,Average,"At least once ""7-10"" days","['full sun', 'part shade']","['Acidic', ' Well-drained']",True,False,"['September', 'October', 'November', 'December', 'January', 'February', 'May']",,"['Pest resistant', ' Disease resistant']",,Fall,Moderate,Moderate,Medium,,,
273,Average,"At least once ""7-10"" days","['full sun', 'part shade']",[],False,False,"['February', 'March', 'April']",,[],,Fall,High,Low,Medium,,,
274,Average,"At least once ""7-10"" days",['full sun'],[],True,False,['February'],,[],,Fall,Low,Low,Medium,,,
275,Average,,"['Full sun', 'part shade']",[],True,True,"['February', 'February']",,[],,Summer,Low,Moderate,Medium,,,
276,Average,"At least once ""7-10"" days",['Full sun'],"['Rocky ', ' gravelly ', ' dry', ' Well-drained']",False,True,"['February', 'March', 'April', 'March', 'April']",,"['Deer resistant', ' Drought resistant']",Flowers in Summer,Fall,High,Low,Medium,,,
277,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],True,False,"['December', 'January', 'November', 'February']",,[],,Fall,Low,,Medium,,,
278,Minimum,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",[],False,False,"['February', 'March', 'April', 'June', 'July', 'August']",,[],,Fall,High,Low,Medium,,,
279,Average,"At least once ""7-10"" days","['Filtered shade', ' Full sun', ' Part sun/part shade']","['Acidic', ' Well-drained']",True,False,"['February', 'March', 'April']",,"['Scale insects', '  Pest resistant', ' Disease resistant', ' Rabbit resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Moderate,Medium,,,
280,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
281,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
282,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
283,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,,,,
284,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
285,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],False,False,"['February', 'February']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
286,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April', 'May']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
287,Frequent,"At least once ""7-10"" days",['full sun'],['Well-drained'],False,False,"['February', 'March', 'April']",,"['Rodents', '  Pest resistant', ' Disease resistant ']",Flowers in Spring,,Moderate,Low,Medium,,,
288,Minimum,"At least once ""7-10"" days","['full sun', 'part sun/part shade']",['Well-drained'],True,False,"['March', 'April', 'June', 'July', 'August', 'March', 'April', 'May', 'December', 'January', 'February', 'May', 'June', 'July', 'August']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
289,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['March', 'April', 'May', 'December', 'January', 'February', 'March', 'April']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
290,Average,"At least once ""3-4"" days","['full sun', 'part shade']",['Well-drained'],False,False,"['February', 'August', 'December', 'January', 'February', 'August']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Summer,Low,Moderate,Medium,,,
291,Average,"At least once ""3-4"" days",['full sun'],['Well-drained'],True,False,"['February', 'March', 'April', 'May']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Low,Moderate,Medium,,,
292,Average,"At least once ""3-4"" days","['full sun', 'part shade']",[],False,False,"['February', 'May']",,[],,Fall,Low,Moderate,Medium,,,
293,Average,"At least once ""3-4"" days","['full sun', 'part sun/part shade']",['Bog'],False,False,"['December', 'January', 'February', 'March', 'April', 'May', 'June', 'July', 'August', 'December', 'January', 'February']",,"['Pest resistant', ' Disease resistant']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
294,Average,"At least once ""7-10"" days",['full sun'],['Sandy Loamy Clay'],True,False,"['March', 'April', 'May']",,"['Anthracnose', ' Fungal leaf spot', ' Rust', ' Stem borer insects', '  Disease resistant', ' Drought resistant ']",,Fall,Moderate,Moderate,Medium,,,
295,Average,"At least once ""10-14"" days",['full sun'],['Sandy Loamy Clay'],True,False,"['February', 'March', 'April', 'December', 'January', 'February']",,"['Anthracnose', ' Fungal leaf spot', ' Rust', ' Stem borer insects', '  Disease resistant', ' Drought resistant ']",,Fall,Moderate,Moderate,Medium,,,
296,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],True,True,"['February', 'March', 'April']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
297,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['September', 'October', 'November', 'February', 'March', 'April', 'June', 'July', 'August']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Autumn,Moderate,Low,Medium,,,
298,Average,"At least once ""7-10"" days",['Full sun'],['Well-drained'],True,False,"['March', 'April', 'March', 'April']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
299,Average,"At least once ""7-10"" days",['full sun'],['Well-drained'],True,False,"['March', 'April', 'May']",,"['Fungal leaf spot', ' Nematodes', ' Root rot', '  Pest resistant', ' Disease resistant', ' Deer resistant', ' Drought resistant ']",Flowers in Spring,Fall,Moderate,Low,Medium,,,
