general_plant_id,if_edible,if_indoors,if_medicinal,if_poisonous,if_fruits,if_flowers,plant_type,plant_cycle,attracts,propagation,description
102,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Red Dragon Japanese Maple (Acer palmatum 'Red Dragon') is an amazing and fascinating small tree. With red foliage in the summer, and vibrant orange and yellow in the fall, this tree will add a splash of color to any garden. When the sun hits it, the light reflects off of the red foliage producing a variety of beautiful tones and colors. The bark of this tree is also a sight to behold, as it is exfoliating and layered, giving it an almost fire-like texture. Its compact habit also makes it suitable for small gardens, adding depth and texture to any landscape."
103,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Red Feathers Japanese Maple (Acer palmatum 'Red Feathers') is a beautiful and unique maple tree that is perfect for any garden. It has small, trilobate, green leaves with crimson red margins that transforms to a majestic deep burgundy during the summer and fall. Its impressive red and purple hues contrast elegantly against its bright green center. This hardy and low maintenance tree demands no more than a yearly pruning and water during dry periods, making it an easy staple in any backyard. Red Feathers Japanese Maple is definitely a stunning addition to any landscape."
104,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Red Filigree Lace Japanese Maple is an amazing garden tree that stands out for its remarkable beauty. It produces palmate, dissected leaves of copper red in the spring and summer, changing to vibrant scarlet red in the autumn and winter. This classy tree adds a unique texture to the whole garden, with its stunning seasonal foliage and cascading, lime-green branches that form a dainty, lacy look. It is easy to maintain and perfect for small gardens or in pots where its striking beauty can be appreciated. It is a joy to admire and its presence enhances the garden with style."
105,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Dwarf Red Pygmy Japanese Maple (Acer palmatum 'Red Pygmy') is an amazing addition to any garden with its captivating beauty. Its deep reds and purples make up its beautiful foliage, perfect for adding excitement and color to any landscape. Its small size and easy maintenance make it an ideal choice for even the smallest of gardens. It's the perfect size for small enclosures, patios, and paths and can remain evergreen in the winter months. The tree is slow-growing, making it long-lasting and resilient in the face of disease, extreme weather conditions, and pests. Enjoy the beauty of the changing colors year round and the umbrella-shaped canopy which provides much-needed shade, with this remarkable little tree."
106,False,False,False,False,True,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Red Select Japanese Maple is an amazing species! It features a beautiful dense-spreading canopy with deep red-purple foliage, making it both a vibrant and attractive addition to any landscape. It is a low maintenance tree with minimal pruning or care needs. It can be grown in full sun or part shade, and prefers well-drained soil with some moisture. When its foliage changes from spring to summer, it’s a true delight. This versatile tree is an ideal choice for small gardens and makes a great specimen tree or container plant. Add a Red Select Japanese Maple to your landscape and enjoy its colorful beauty for years to come."
107,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Rhode Island Red Japanese Maple is an amazing deciduous tree that boasts bright, lush red foliage throughout the summer, which turns to golden yellow in the fall. The small tree grows slowly, reaching only 15 feet in height and can easily be contained with pruning. It’s compact size and full round shape makes it an ideal choice for smaller garden spaces. It also features slim green stems with delicate, 5-lobed leaves. The Acer palmatum 'Rhode Island Red' is easy to maintain and provides a beautiful, brilliant focal point in any landscape."
108,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Ruby Ridge Japanese Maple (Acer palmatum 'Ruby Ridge') is an amazing plant species renowned for its exceptional foliage beauty. Its vibrant foliage spreads out in a shapely, broad and upright form. Averaging 8–10 feet tall and 9–11 feet wide, its crimson-red leaves are deeply divided, adding a unique texture and visual interest, perfect for any outdoor space. Through the summer the leaves deepen to a rich burgundy and then turn vibrant orange to fiery red shades in the fall. Not to mention, Ruby Ridge Japanese Maples are highly adaptable and easy to care for, making them a great choice for novice gardeners."
109,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Ruby Stars Japanese Maple is an amazing small tree with a unique look. With its bright, coral-red foliage all year round and its delicate, layered, lacy branches, it's sure to be an attractive addition to any garden. This low maintenance tree requires little pruning and produces very little surface roots when grown in an appropriately-sized container. Its striking, star-like foliage will bring an element of color and movement to any space. Ruby Stars Japanese Maple is a showstopper, sure to make any garden more beautiful."
110,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Ruslyn In The Pink Japanese Maple is an absolutely stunning tree with its vibrant hues of deep greens and vibrant pinks. It's an ideal choice for landscape planters and gardeners who are looking for a beautiful tree that will add a colorful accent to any outdoor space. Its leaves change color throughout the season, from dark greens during the summer months to yellows and pinks as the season progresses. In the fall and winter, the tree's leaves become dark red, giving any landscape an interesting contrast of colors. This variety of Japanese Maple tree is easy to care for, and its unique and vibrant foliage is a perfect delight for any garden."
111,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Ryusen Japanese Maple (Acer palmatum 'Ryusen') is an amazing tree that is perfect for adding beauty and interest to any garden. Its green and yellow coloration, together with its layered and lacy structure, create truly remarkable works of art-like scenery. This magnificent tree can tolerate both full and partial sun and does not need excessive watering or pruning to thrive. Its small size and fascinating foliage make this an ideal choice for small yards or patio containers. Ryusen Japanese Maple showcases year-round interest with its colorful foliage, delicate shape, and interesting texture. With its ancient charm, it is the perfect addition to a garden and sure to bring a lifetime of joy to the home."
112,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Sagara Nishiki Japanese Maple is an amazing tree. Its unique and delicate foliage is stunning, with variegated yellow and green leaves streaked with bright pink and creamy white. In spring and fall, the trees display stunning red blooms. This beautiful tree is hardy and can withstand temperatures as low as minus 15° Fahrenheit, making it an excellent choice for cooler climates. It also sports an upright growth habit and medium size, making it a great choice for front yards, patios, and gardens. Its lovely foliage, low maintenance, and cold tolerance make the Sagara Nishiki Japanese Maple one of the most sought after trees in landscaping."
113,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Samurai Sword Japanese Maple (Acer palmatum 'Samarzam') is an amazing plant species. It is a small, deciduous tree with bright green foliage that turns to a dazzling reddish-purple in the summer and a vibrant red in the fall. It has remarkable, upright, fan-like, lobed leaves and is widely admired for its beauty, uniqueness and striking texture. Known for its resistance to disease and strong stem, the Samurai Sword Japanese Maple is perfect for any landscape. Its amazing texture and color make it an ideal specimen or accent tree for a garden."
114,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Coral Bark Japanese Maple (Acer palmatum 'Sango Kaku') is an amazing plant. Its bright coral-red bark and green foliage create a stunning contrast, making it a statement piece in any landscape. The bright scarlet color of the bark further develops into a deep red shade as the season progresses. The lush green leaves, in turn, turn various shades of yellow and orange in the fall. It’s easy to maintain and relatively pest-free, making it a great option for anyone looking for a beautiful yet low-maintenance tree. Its slow-growing nature allows it to fit into almost any size garden. With proper care, its beauty can last for generations."
115,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Sazanami Japanese Maple is a stunning cultivar with remarkable foliage. Its leaves have a beautiful reddish purple color with deep-toothed lobes, while its branchlets have a unique delicately wavy form. During autumn, the leaves turn an impressive yellow-red color. This feature gives the tree an interesting and attractive look throughout the year. The maple is also easy to maintain and can adapt to a variety of soil types and conditions. With its moderate growth rate and beautiful colors, the Sazanami Japanese Maple is a captivating addition to any garden or landscape."
116,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Scolopendrifolium Japanese Maple is an amazing addition to your garden. Its unique, heavily lobed leaves offer a stunning burst of color, from green in the spring to yellow in the summer, and shades of red, orange, and purple in the fall. An added benefit is that it's low maintenance - it only needs to be watered occasionally, and requires minimal pruning. Plus, its slow-growing nature keeps it small and is ideal for smaller gardens. With its minimal upkeep and beautiful foliage, it's clear why the Scolopendrifolium Japanese Maple is such a popular plant."
117,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Seiryu Japanese Maple (Acer palmatum 'Seiryu') is an impressive and dramatic small tree, sure to add beauty and interest to any landscape. Its unusual deeply cut lobed foliage is a shimmering light green in the summer months, and turns a bright yellow-orange in fall. This slow-growing maple is easily maintained, maturing at only 10’ tall and half as wide, making it ideal for smaller gardens. With its naturally tapered form and minimal pruning, this delicate looking yet strong tree is sure to be the centerpiece of any garden."
118,False,False,False,False,True,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Shaina Japanese Maple (Acer palmatum 'Shaina') is an incredibly soothing and rewarding plant species to have in your garden. Not only will its lacy foliage, which is tinged with pink or purple in the spring, provide a gorgeous visual aesthetic, but it will also go through a variety of changes in the fall, ranging from yellow, to red, to orange! The best part about this species is the fact that it will thrive in the full sun and tolerate partial shade. The low and wide-spreading structure of the plant makes it an excellent choice for smaller areas, as it doesn't take up a huge amount of space. An incredibly stunning and hardy species, the Shaina Japanese Maple is definitely worth considering!"
119,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Sherwood Elfin Japanese Maple is notable for its vibrant foliage and beautiful form. Its foliage is a dark green hue with red highlights that erupt in the fall. This tree provides wonderful texture and contrast to gardens with its slow-growing, compact growth habit. Its small size makes it perfect for small gardens and patios, while its stunning foliage adds a stunning pop of color. Its low maintenance and easy to care for with minimal pruning required. The Sherwood Elfin Japanese Maple is an amazing addition to any garden and is sure to delight."
120,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Sherwood Flame Japanese Maple is an amazing choice for your garden, with its striking aromas and showy foliage. Its delicate lacey leaves are an eye-catching mix of deep purple, bright green, and orange, making it a real standout among deciduous trees. This tree is also relatively low maintenance – once established it doesn't need much looking after. Hardiness in cold climates and full sun to part shade make it versatile and easy to grow. Plus, its vibrant color will light up your garden with a spectacular display in both spring and autumn, with brilliant fall foliage adding a grand finale to the year."
121,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Shindeshojo Japanese Maple is a sight to behold and one of the most beautiful plants to behold in full autumn foliage. This species is renowned for its breathtaking foliage, boasting pointed, lacy leaves in striking shades of red, orange, and yellow. The slow, cascading growth habit makes it an ideal accent plant for rock gardens, containers, and even bonsai. It's easy to care for and remarkably tolerant of a wide range of soils, temperatures and sunlight levels. With its elegant form and vibrant autumn hues, the Shindeshojo Japanese Maple is an amazing addition to any garden."
122,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Shinobuga Oka Japanese Maple is an amazing deciduous tree to add to any garden. Its beautiful and unique foliage has deeper shades of green compared to most species, along with light-pink and maroon overtones, especially when exposed to direct sunlight. In the autumn, its leaves turn an impressive array of yellow, orange, and red. This tree is easy to care for, versatile, and requires little maintenance, making it a perfect choice for gardeners of all levels. It can even be grown in containers, providing a stunning splash of color wherever it is placed. Shinobuga Oka Japanese Maple is sure to be a focal point in any garden that has it."
123,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Lions Head Japanese Maple (Acer palmatum 'Shishigashira') is an amazing plant species with striking features. This particularly hardy deciduous makes an eye-catching statement in the garden with its dense foliage, spiraling branches and upright habit. Its highly ornamental foliage morphs from a golden hue to pink and crimson leaves in the fall. It's an ideal choice for small spaces. The multi-season interest and easy maintenance of this reliable species ensures year-round beauty in a garden."
124,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Shishio Hime Japanese Maple is an amazing ornamental tree species. Its deeply divided, pale green to dark green leaves turn brilliant shades of yellow, orange, and red in autumn, making a dazzling display. Its small, gently mounded form is ideal for small gardens and can be pruned annually to shape as desired. Its branches are delicately twigged and the distinctive bark is mottled and gray-green with age. Furthermore, this species is extremely hardy and prefers full sun to partially shaded conditions. The Shishio Hime Japanese Maple is an inspirational plant to add to any landscape and will be sure to be its focal point."
125,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Spring Delight Japanese Maple is an amazing species of tree for many reasons. Its leaves have a unique colour combination of yellow and pink, with brilliant greens during summertime. The bark is attractive and attractive, with a subtle hint of orange. This species stands out from other Japanese Maples due to its relatively fast growth rate which means you can enjoy its beauty in a shorter amount of time. It is also quite resistant to disease and pests, making it an easy to maintain tree. Its small size makes it ideal for planting in city gardens and other small spaces, allowing you to bring a bit of peaceful nature blossoming in your space."
126,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Suminagashi Japanese Maple (Acer palmatum 'Suminagashi') is an amazing plant that has a unique and exquisite beauty unlike any other plant. Its striking purple, white and yellow-green foliage has a wonderful color pattern that stands out from the crowd. With interesting cloud-like limbs and leaf formation, this maple has a whimsical and graceful focal point for any garden or landscape. It's low-maintenance, drought-tolerant and very hardy, making it ideal for any sized yard. This majestic tree will become an instant conversation piece, adding both color and texture to your garden."
127,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Tama Hime Japanese Maple (Acer palmatum 'Tama Hime') is a stunning and eye-catching addition to any garden or landscape. Known for its vibrant foliage, this maple is prized for its intense deep warm orange and yellow colors in spring and summer turning to shades of brilliant red and orange in the fall. Compact in size yet wide in its beauty, this maple is easily manageable with a slow growth rate and low maintenance. Boasting an upright pyramidal shape and cascading branches, this slow-growing tree adds drama, style and color to any location and looks great year round. Tama Hime Japanese Maple is an excellent choice for those wanting to make a statement in their garden."
128,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Tamukeyama Japanese Maple is an amazing plant species. Featuring dramatic red and purple foliage, the Tamukeyama is one of the most attractive maples around. It produces gorgeous foliage in the late spring and keeps its color throughout the summer months. In the autumn, the leaves turn a striking orange-yellow. Tamukeyama is also known for its full, dense canopy and compact form, making it an ideal choice for smaller gardens, courtyards, and containers. With minimal maintenance, this low-maintenance, moderate-growing maple can lend beauty and interest to the landscape for years to come."
129,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Tana Japanese Maple (Acer palmatum 'Tana') is an amazing choice for any garden. This small shrubby tree is known to be extremely disease-resistant and low-maintenance, making it a great choice for hassle-free gardening. Not only that, its signature green foliage with yellow variegation makes it a stunning addition to any kind of planting bed or landscape. The addition of brilliant red hues during autumn adds a splash of color to foliage season. Its dense, upright habit makes it perfect for pruning, adding to its aesthetic, and its ability to thrive in various sunny and shaded climates makes it perfect for any garden location."
130,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Tobiosho Japanese Maple (Acer palmatum 'Tobiosho') is an amazing species of maple tree that stands out thanks to its beautiful foliage. Throughout the year, its foliage ranges from a vibrant emerald green in summer, to a stunning orange-red in autumn. On top of this, it also has an impressive cascading habit, making it a great choice for any garden. Its unique foliage doesn't just look beautiful, but also provides an expansive canopy for gardens and a perfect wind break for smaller areas. This makes it a great addition to any garden, especially if you’re looking for a tree with lush, vibrant foliage and a cascading habit."
131,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Acer palmatum 'Trompenburg' is a truly astounding Japanese Maple that offers much to both new and experienced gardeners alike. This variety is a stand-out among its relatives, offering a unique weeping-like structure that epitomizes the Japanese sophistication of a mature garden. Its deep green, sharply pointed leaves turn a magnificent range of shades in the fall, ranging from bright oranges to deep greens and reds. Though it can be grown in a variety of soil types and light conditions, adding a little more attention will truly reward you with a spectacle of foliage unmatched by other trees in your garden."
132,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Tsukasa Silhouette Japanese Maple is a lovely, yet elegant, small tree. Its delicate leaves emerge in vibrant shades of pink in the spring and slowly turn a wonderfully warm reddish color in the summer. The fall brings shades of bronze and orange for a truly mesmerizing display. Its dense canopy provides generous amounts of shade, and its Umbrella-shaped form makes it the perfect addition to any garden. This slow-growing tree is easy to care for and will bring subtle beauty and serenity to your landscape, making it an amazing choice for any garden!"
133,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Tsuma Gaki Japanese Maple (Acer palmatum 'Tsuma Gaki') is an amazing tree with a unique shape and vibrant foliage. It is a fast-growing species featuring a mounded, vase-shaped form with deeply lobed, dark glossy green leaves. In summer and autumn, the foliage turns to brilliant shades of yellow, orange, scarlet and red. This stunning tree is perfect for adding year-round interest to a garden, and it is also very hardy. The Tsuma Gaki Japanese Maple is a great choice for anyone looking for a low maintenance, yet visually striking tree that adds character and beauty to their landscape."
134,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Tsuri Nishiki Japanese Maple is an amazing tree to add to any garden or landscape. It has an array of beautiful and vibrant seasonal foliage, unheard of in other varieties. In spring, its young leaves are stunning shades of yellow and pink, and in autumn it creates a mesmerizing display of purple, red, and orange. It grows with a graceful upright shape and makes an ideal choice for a small garden or patio. Its unique show of color and its neatly organized form make the Tsuri Nishiki Japanese Maple an easy choice for any landscape."
135,False,False,False,False,False,False,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Seed Propagation""]","Twombly's Red Sentinel Japanese Maple is a magnificent and truly unique species of Japanese Maple. Its deep red foliage gives it an eye-catching and beautiful appearance that adds color to any garden. Its upright and upright-rounded structure also make it an excellent focal point in a variety of settings, from woodland gardens to suburban backyards. Its new growth is intensely colored and its broad form is unmatched by any other maple on the market. Extremely cold hardy and drought tolerant, Twombly's Red Sentinel is the perfect addition to any outdoor space."
136,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Ueno Homare Japanese Maple is an impressive and eye-catching tree that looks amazing in any garden. It features stunning vibrant red, yellow and orange leaves, making it a great tree for adding some bold colour to any outdoor area. It’s low-maintenance, grows best in full sun and can reach up to 8 metres in height. It’s also perfect for small gardens, as in autumn the leaves tend to hang downwards providing a beautiful canopy effect. The Ueno Homare Japanese Maple is a beautiful addition to any landscape and can be the perfect finishing touch for any garden enthusiast."
137,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Floating Cloud Japanese Maple, or Acer palmatum 'Ukigumo', is an amazing sight to behold. With delicate, finely-fingered leaves and a lacey, cascading form that reaches up to fifteen feet, this tree provides a beautiful addition to any landscape. Its bright green leaves are outlined in vibrant oranges and reds throughout the seasons, making it a stunning focal point. Additionally, it is extremely hardy, growing in both full sun and partial shade, and is low maintenance and low water needing. With its striking beauty and low maintenance nature, Floating Cloud Japanese Maple is a wonderful choice for any garden."
138,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Utsu Semi Japanese Maple (Acer palmatum 'Utsu Semi') is an amazing addition to any garden. This attractive, hardy specimen boasts attractive foliage in a variety of colors all year round. In spring and summer, the leaves are a vibrant green, while in autumn and winter they turn a brilliant yellow, pink and orange. This tree also has an interesting, weeping form that adds interest and texture. Plus, it can tolerate temperatures as low as -20°F and grows well in full sun or partial shade. With proper care and maintenance, this gorgeous tree will last for many years and will become an eye-catching focal point for any outdoor space."
139,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Villa Taranto Japanese Maple, Acer palmatum 'Villa Taranto', is a stunning, medium-sized deciduous tree native to Japan. It features delicate five-lobed, olive-green foliage tinged with rich purple in spring, which turns to an intensely red colour in the autumn. This unique, eye-catching colour display, in combination with its elegant, vase-shaped form, makes it a superb small garden feature, providing visual interest throughout the year. With low maintenance requirements, and a slow to moderate growth rate, this small tree is definitely one to consider adding to your landscape."
140,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Wilson's Pink Dwarf Japanese Maple (Acer palmatum 'Wilson's Pink Dwarf') is an amazing tree that adds year-round interest to any landscape. Its small size makes it perfect for tight spaces and its delicate, pinnate leaves are a stunning shade of blush-pink, turning to green as the spring progresses. In fall, the leaves turn dramatic shades of oranges, golds, and reds. Its hardy yet graceful form, low-maintenance needs, and bright foliage make it an excellent choice for any yard. Not to mention, its petite size certainly doesn't sacrifice in beauty."
141,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Emperor I Japanese Maple (Acer palmatum 'Wolff') is a very impressive tree valued for its beautiful colors and striking silhouette. Its foliage sets it apart with brilliant patterns of red, green, and brown throughout each season. In the autumn months, the colors glow with an intense oranges and reds creating a glorious display. They are also well suited for small gardens, as they only reach heights of 8 to 10 feet with a spread of just 6 to 8 feet. Their manageable size create the perfect backdrop for impressive displays of color and shape, adding an elegant touch of nature to your landscape."
142,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Yellow Bird Japanese Maple is one of the most prized maples in the yard. Its bright yellow-green foliage is striking, especially when the tips of each leaf turn golden in the fall. This semi-dwarf maple thrives in partial to full sun and does best in both moist and well-drained soil. Its habit is open and upright and can reach heights of 8–10 feet in ten years, making it ideal for small or medium sized gardens. Its vibrant yellow-green foliage glows in the sun and provides a dramatic accent all year. With its graceful weeping habit, it's an excellent choice for adding beautiful interest to shady areas. Whether you select it for its beauty, graceful habit, or year-round color, the Yellow Bird Japanese Maple is a must-have for any garden!"
143,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Yubae Japanese Maple is an amazing tree to have. Its vibrant, cluster leaf shape and and twisted, contorted branches create a stunning landscape addition that is sure to be a head turner. Its color gracefully evolves with the seasons, from pulsing reds stretching along its branches in the Spring, to blazing oranges and yellows in Summer, and finally, deep burgundies and reds in the Fall. Its graceful, flowing branches make it a perfect canopy for smaller plants and flowers, as well as giving the effect of a calming, flowing stream in the garden. All this beauty, accompanied by feathery foliage and vibrant colors, make Yubae Japanese Maple a must have for any garden."
144,True,False,True,False,True,True,tree,Every year,"[""Squirrels"", "" Birds"", "" Bees""]","[""Seed Propagation"", ""Cutting""]","Moosewood (Acer pensylvanicum) is an amazing species of tree, thanks to its stunning fall foliage ranging in color from deep red to golden yellow. Its ornamental bark is also something to behold as it has deep, unique ridges. The tree also has a pleasing shape, often forming a dense, somewhat narrow pyramid. Adding to its beauty, it has a pleasing aroma that radiates from its orange flowers in springtime. Quiet resilient, it can withstand a range of temperature variation and adapts to various soils, making it great for gardens. All these qualities makes Moosewood the perfect addition to any outdoor space."
145,False,False,False,False,True,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Seed Propagation""]","The Crimson King Norway Maple is an amazing tree species that provides striking visual interest with its bold maroon foliage. Hardy and easy to maintain, the tree is the perfect addition to any garden due to its fast growth rate, interesting bark and its impressive height which can grow up to 40 feet tall. Its favoured by many gardeners as it offers great colour even during the winter months as its leaves will turn deep purple as the temperature drops. It's also non-invasive, so it won't spread or overtake nearby plants or trees. All in all, the Crimson King Norway Maple is an ideal choice for gardeners who want to make a statement in their garden."
146,False,False,False,False,True,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","The Crimson Sentry Norway Maple is truly an amazing plant species. It's a medium to large shade tree with a vigorous and elegant upright growth habit, featuring wonderful long-term season interest in the fall and winter. Its uniquely vibrant crimson foliage is eye catching and stands out in any garden, while its strong limbs and dense branches make it a reliable choice for any landscape. It's also quite adaptable and can thrive in a variety of soils, plus it's tolerant of both heat and drought. Truly a unique species, the Crimson Sentry Norway Maple is an amazing addition to any outdoor space."
147,False,False,False,False,True,True,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Stooling"", ""Root Division""]","The Harlequin Norway Maple is an amazing and unique species of maple. Boasting bright green-yellow foliage and creamy white blooms, it’s a stunning addition to any garden. Its lush foliage provides plenty of shade, but also ensure that the hours of sunlight it does get will be enjoyed to the fullest. It grows best in full sun and is easy to care for; you’ll only need to prune it occasionally and make sure its soil is kept moist. It also produces small fruits that attract birds, so it’s sure to add a cheerful pop of color and wildlife to any outdoor space."
148,False,False,False,False,True,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Seed Propagation""]","The Emerald Queen Norway Maple is an amazing tree species. With its vivid green, waxy leaves that emerge in early spring and its stately, oval-shaped canopy, it's truly a sight to behold. It’s an extremely popular ornamental tree species and its broadleaf resistant to drought and pollution. Its dark green foliage and yellowish-green fall color make the Emerald Queen Norway Maple an ideal choice for parks, large gardens, business landscapes, and avenue plantings. This hardy species grows in moist, well-drained soils, as long as it has full sun. It's a fast-growing maple that can reach a height of 40' and is winter-hardy in its zone. All in all, it's a stunning and resilient tree that brings beauty and longevity to any garden."
149,True,False,False,False,True,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","The Princeton Gold Maple (Acer platanoides 'Princeton Gold') is one of the most stunning trees around. This majestic tree is characterised by its golden foliage, which turns to a deep orange-red in autumn. Not only is this tree's deep hues eye catching, but it also has impressive drought and cold tolerance. It’s ideal for those looking for beauty and reliability — Princeton Gold Maple is the perfect choice for any landscape. Its moderate growth rate means that it won’t take up too much room and will become a stunning feature in next to no time."
