general_plant_id,if_edible,if_indoors,if_medicinal,if_poisonous,if_fruits,if_flowers,plant_type,plant_cycle,attracts,propagation,description
63,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Iijima Sunago Japanese Maple is a unique and beautiful tree that is truly one of a kind. Its foliage starts off deep purple-red in the springtime, transitioning to a lighter pink-red throughout the summer. Bring your garden a splash of color and texture with this stunning maple that develops into a graceful, upright tree with a spreading, twiggy shape. Its brightly-colored leaves are a joy to behold during the autumn, featuring oranges and yellows that draw in the eye. In addition, its small stature makes it a perfect choice for tight garden settings. The Iijima Sunago Japanese Maple is truly amazing!"
64,False,False,False,False,False,False,tree,Every year,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']","The Inaba Shidare Cutleaf Japanese Maple is a truly unique and majestic tree. Its large, showy green leaves with serrated edges set it apart from other trees. As it grows and matures, its foliage develops an attractive red color with patches of yellow that is truly stunning. In autumn, the colors become even more intense as its leaves turn to shades of yellow, purple, and red. The Inaba Shidare Cutleaf Japanese Maple is an incredibly hardy tree, able to withstand extremes of temperature and withstand harsh winds. This makes it an excellent choice for a wide range of climates and conditions. It is an ideal tree for creating a beautiful focal point in a garden, courtyard or patio. Its long lasting beauty is sure to remain a source of admiration and pleasure for years to come."
65,False,False,False,False,False,False,tree,Every year,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']","Inazuma Japanese Maple (Acer palmatum 'Inazuma') is a stunning and versatile deciduous tree that adds a serene, mystical aura to any garden. It has delicate, feathery, light green foliage during the summer, and vibrant blazing yellow during autumn. Winter brings bright fire-red colors that look simply spectacular against a snowy backdrop. Inazuma Japanese maple is ideal for smaller gardens and landscapes as it only reaches up to 15-20 feet tall and wide. It grows best in light shade to full sun, adding a unique dimension to any outdoor area. Prune it for a nice bonsai tree shape, or leave it to its natural shape and watch the beauty of this bold and breath-taking tree transform your garden."
66,False,False,False,False,False,False,tree,Every year,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']","The Jiro Shidare Japanese Maple is a stunning and unique plant species that showcases its amazing beauty. With stunning cascading leaves, reddish-purple in colour, that display amazing ornamental shapes. Its upright growth habit makes for a striking display and the colour of the leaves intensifies with age. Its superb weeping habit combined with its feathery texture adds depth and contrast to gardens of all shapes and sizes. Its vibrant colour and eye-catching shape make it a perfect centrepiece for any outdoor space. Additionally, its hardiness and low maintenance make it an ideal tree for any garden."
67,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","Kagiri Nishiki Japanese Maple is an amazing plant species due to its incredibly rare beauty. Its multi-colored, deeply cut foliage displays a stunning array of red, orange, pink, and yellow all on one tree. These variegated leaves create an impressive display in any garden. With its spreading and dwarf form, it is a great addition to any landscape and can grow in any soil type. Its small size makes it great for gardens with limited space and its low-maintenance needs make it a great choice for gardeners of any experience level. It is truly an incredible plant to add year-round color and beauty to any garden."
68,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Kamagata Japanese Maple is an amazing plant species due to its vibrant green foliage and stunning red highlights in the spring. Its leaves are deeply indented and deeply lobed with a striking wavy outline. It is a slow to moderate grower and can reach a mature height of 10-12 feet when planted in the right conditions. It is the ideal choice to add striking vibrant color to the landscape. It is also disease resistant and requires minimal maintenance. With its unique characteristics it is perfect for small gardens, containers, or as a focal point in any landscape."
69,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Kandy Kitchen Japanese Maple is an amazing plant species to add to any garden or landscape. With its red and white variegated leaves and orange-red fall color, it adds an impressive splash of color. It's an upright, rounded form and fast growth rate make it a dynamic feature, and it grows well in both full sun and partial shade, making it an extremely versatile species. This Japanese Maple does well in USDA Hardiness Zones 5-9, making it a ""must-have"" for any temperate garden. It is disease and pest resistant, and is relatively drought tolerant as well. With beautiful foliage and petite size, the Kandy Kitchen Japanese Maple is a great addition to any yard!"
70,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Karasu Gawa Japanese Maple is an awe-inspiring tree. Its eye-catching dark-green foliage has a burgundy hue that changes to dark vermillion in autumn. Its cascading branches and compact size make it perfect for any garden or landscape. This Japanese Maple is both heat and cold tolerant, making it suitable for any outdoor space. Its vibrant colors, hardy nature, and intricate structure make it a great choice to bring both beauty and interest to your garden."
71,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Kasagi Yama Japanese Maple is an amazing tree that is worth adding to any garden. Its deep, green two-lobed leaves start out a vibrant yellow hues in spring, turning an unforgettable scarlet in fall. Its branches spread out in a wide flat V shape, creating a dramatic silhouette that is sure to take any garden to the next level. The Kasagi Yama Japanese Maple is an adaptable, slow-growing cultivar that can reach 2 to 3 feet in height and width, making it a perfect addition to any garden. No matter the season, this beautiful tree will provide an attractive display with its lush foliage and eye-catching color changes, making it a memorable and beloved feature in any landscape."
72,False,False,False,False,False,True,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Katsura Japanese Maple is an amazing deciduous tree that offers a rainbow of vibrant colors during each season. In late spring, its delicate five-lobed leaves emerge a soft orange-red hue that matures to a deep green by mid-summer. During fall, its leaves turn a brilliant mix of orange and yellow, and its sprawling branches often take on unique shapes that are amazing to behold. It’s also a low-maintenance variety, making it ideal for welcoming new gardeners with no prior experience. Looks aside, it’s also a tough variety, able to withstand temperatures into the mid 20s. It’s no wonder this tree has been a favorite among gardeners for centuries."
73,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Kiri Nishiki Japanese Maple (Acer palmatum 'Kiri Nishiki') is a magnificent small tree with dramatic foliage. Its incredible variegated leaves have pink and cream silver edges, a splash of green, and a strong red hue in the center that turns bright yellow or orange in the fall. This lovely and incredibly hardy species also has an upright and mounding form that makes it the perfect accent tree for any garden. It's also low maintenance and drought tolerant, which makes it a great choice for any low-care landscape. With its striking foliage and beautiful shape, the Kiri Nishiki Japanese Maple is a truly wonderful addition to any garden."
74,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Kiyohime Japanese Maple is simply breathtaking! From its fall foliage displaying brilliant shades of red, orange and yellow, to its delicate five-lobed green leaves, this tree is a real stunner. It can reach up to 25 feet in height and 20 feet in width and is drought tolerant, making it an ideal choice for gardens in areas that experience dry spells. Its naturally vase-shaped branches provide interest, as well as good drainage, allowing the tree to thrive and making it easy to prune. The Kiyohime Japanese Maple is sure to be a beautiful addition to any landscape."
75,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Koshibori Nishiki Japanese Maple is an absolutely stunning tree with deeply cut, narrow green leaves that have unbelievable shades of pink and cream. The unique foliage makes this maple tree stand out and adds a touch of character to any garden. Its dainty appearance is perfect for smaller gardens and can be easily combined with other plants. In the fall, the foliage takes on deep red and purple hues that are highlighted by the sunny oranges of the leaves. This resilient tree can tolerate colder temperatures, making it a perfect option for cooler regions. An amazing display of beauty, the Koshibori Nishiki Japanese Maple is a must have in every green thumb's garden."
76,False,False,False,False,True,True,tree,Every year,[],"['Seed Propagation', 'Cutting', 'Grafting Propagation']","The Koto No Ito Japanese Maple is an amazing sight to behold! Its bright green foliage makes it stand out amongst other trees. Its unique ruffled foliage adds a unique texture and visual interest to the landscape. Its graceful arching branches create a picturesque contrast against the sky. It is a slow-growing yet hardy species that flourishes in areas with partial shade. Best of all, its stunning autumnal hues of red and orange make it a showstopper during the cooler months. Truly, the Koto No Ito Japanese Maple is a spectacular addition to any garden!"
77,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Linearilobum Japanese Maple (Acer palmatum 'Linearilobum') is a beautiful and unique tree. Its stunning foliage combines bright, vibrant hues of yellow, orange and red that it displays throughout the different seasons. Its gracefully arranged and finely divided leaves are long and narrow, resembling conifer needles. The Linearilobum has a great deal of variety in its form and size, making it both an ideal choice for a focal point in any garden, or for small spaces. It is also a relatively low maintenance tree and can thrive in moderately acidic or moist conditions. Its reputation as a low maintenance tree, combined with its vibrant hues and graceful foliage makes it one of the most amazing and stunning trees to behold."
78,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Margaret Bee Japanese Maple is a unique species of maple tree that will bring a touch of beauty to any garden. Its petite, graceful leaves are an array of shades of green that each turn a fiery orange-red in the fall. The small, upright structure of this tree makes it perfect for smaller spaces or a bonsai pot. It's easy to care for, requiring only partial sun and occasional pruning. This tree can be a wonderful conversation piece to any landscape, offering an intricate and beautiful appearance with vibrant colors for each of the four seasons."
79,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Mikawa Yatsubusa Japanese Maple (Acer palmatum 'Mikawa Yatsubusa') is an amazing plant species that many gardeners love! This tree has dark green foliage in the summer, followed in autumn by an incredible array of vibrant reds and oranges. Its graceful cascading form and slow growth rate make it an ideal choice for bonsai or a small garden landscape. Its size makes it perfect for those with limited space. The tree provides four-season interest, making it a truly stunning addition to any garden. Furthermore, the tree is resistance to many pests, like the Japanese beetle, and is highly drought tolerant, making it a low-maintenance and reliable plant to keep in your landscape."
80,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Mikazuki Japanese Maple is an amazing ornamental species with its striking foliage. The leaves are relatively small, deep green in color with creamy white edges, which makes it ideal for creating a statement piece in any garden. Due to its slow growth rate, it can also be used as a bonsai species making it a great choice for those experienced in bonsai cultivation. During summer, it has bright pink flowers, and in the fall, the leaves turn a gorgeous red, making it a great choice for anyone looking to add some dazzling color to their landscaping. Despite its delicate looks, Mikazuki is hardy and easy to maintain, making it perfect for both beginners and seasoned gardeners."
81,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Moonfire Japanese Maple (Acer palmatum 'Moonfire') is an amazing plant species. It has vibrant red leaves rivaling a burning fire. The color changes to yellow and green through the season, giving it a spectacular color scheme. Its delicate leaves turn crimson in the fall, creating a stunning display. It can reach a height between 10 and 15 feet, with a spread of 8 to 12 feet when mature, making it an ideal landscape feature for small to medium gardens. Its disease resistance and drought tolerance are an added bonus. This unique tree can be planted in sun or partial shade, and make a great addition to any garden."
82,False,False,False,False,False,True,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Nishiki Gawa Japanese Maple is a truly special tree. Its ornamental leaves, comprised of striking shades of pink and cream, create a stunning centrepiece for any garden. Its unique foliage pattern allows it to capture light, transforming the landscape with ever-shifting shapes of orange and red in autumn. With its moderate growth rate, this stunning tree is an ideal choice for those who want an impressive focal point in the garden. Hardy and versatile, the Nishiki Gawa Japanese Maple is undeniably eye-catching."
83,False,False,False,False,True,True,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Tissue Culture']","The Nuresagi Japanese Maple is an absolutely stunning plant that's sure to make a statement in your garden. Its deep green serrated leaves are delicately veined in silver and produce a beautiful, cascading effect. Come spring, the leaves turn a spectacular bright pink, adding even more vibrancy and panache to your outdoor space. The Nuresagi Japanese Maple is designed to thrive even in the harshest of climates, making it an easy and dependable choice. Plus, with its moderate size it's suitable for a patio, courtyard or even a small suburban block."
84,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Okagami Japanese Maple is a stunning tree that is sure to add beautiful colour and texture to any landscape. Its name translates to “big mirror,” and its bright green leaves mottle to a softer yellow-green in the center, giving it an iridescent appearance. In the spring, these leaves turn to a deep red, providing a vivid contrast against the bluish-brown bark. This tree is highly prized for its easy care and compact size, making it an ideal choice for smaller gardens. Additionally, its low branching habit and spreading shape make it a beautiful feature tree. The Okagami Japanese Maple is truly an amazing tree and a welcome addition to any gorgeous garden."
85,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Okushimo Japanese Maple is an amazing tree that is sure to add beauty and interest to any garden. Its unique leaves are deep green with yellow tips, giving it a pop of color in any landscape. This deciduous tree is highly adaptable and can tolerate harsh weather conditions, making it easy to care for and a great addition to any outdoor area. Its showy red-purple flowers in the spring make it a truly remarkable sight. In the fall, its leaves turn a brilliant orange, bringing a splash of warmth to the season. Overall, the Okushimo Japanese Maple is an amazing tree that will add interest and beauty to any garden."
86,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Orange Dream Japanese Maple is an amazing and hardy deciduous shrub. Its extremely striking and vibrant orange-red foliage makes it stand out in any landscape. Its intriguing summer foliage turns to brilliant and fiery hues of orange-red during fall, adds valuable seasonal interest to a garden. It can be used as a focal point, mixed in with other smaller shrubs, or used in foundation plantings. The unique, upright and vase-shaped form provides an air of grace. It deals well with direct sun, partial shade, and various soil types. Its moderate growth rate, low to minimal maintenance, and brilliant color make it a great choice for landscapers, landscaping, and gardeners alike."
87,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","Orangeola Cutleaf Japanese Maple is an amazing small tree with an incredible array of features. Not only does it have an orangey-red bark, but its foliage also ‘scallops’ and has an orange-tinted margin, which makes it an eye-catching addition to any garden. It provides a wonderful medley of colors in spring and summer, with leaves that change throughout the season, adding to the allure of this unique tree. It’s also ideal for small yards, as it grows quite slowly, reaching only 8 to 10 feet high and wide. Perfect for any gardener looking to bring some extra color and drama to their garden."
88,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","Oregon Sunset Japanese Maple (Acer palmatum 'Oregon Sunset') is an amazing tree because of its unique physical characteristics. Its foliage is a blend of bright yellow and orange, with hints of cranberry and pink throughout, resulting in an eye-catching display of color all season. Its small size and low height of just 10-15 feet makes it perfect for small gardens or containers. Oregon Sunset also has low maintenance requirements. With regular pruning and fertilizing, it puts on a show of striking foliage and spectacular shape. Whether you grow it in your garden or as a bonsai, this tree is sure to bring life and beauty to your outdoor space."
89,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Oridono Nishiki Japanese Maple is a striking ornamental tree that is renowned for its beauty and grace. Its graceful cascading foliage displays an array of delicate shades, from light green to pinkish orange. The leaves are shimmering, filigree-like, displaying an array of colours in different light. Its globe-like canopy provides an excellent contrast with the surrounding landscape. Unsurpassed in its beauty and versatility, this Japanese Maple looks enchanting in both flowery and formal gardens. Grow as a single focal-point specimen, or as a larger multi-trunked tree - whichever suits your outdoor space best!"
90,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Ornatum Japanese Maple (Acer palmatum 'Ornatum') is a stunning, small tree that's perfect for residential gardens. It offers year-round, striking foliage in brilliant shades of red, orange, yellow, and purple. Its tidy, compact growth habit makes it ideal for small and large gardens alike. Its delicate green leaves become stunning shades of orange, red, and yellow in the fall, with additional purple-hued highlights. It's also very tolerant of air pollution and fast drainage, making it durable and hardy. With its slow growth rate and spectacular fall color, the Ornatum Japanese Maple is an amazing and visually stunning choice for any garden."
91,False,False,False,False,False,True,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Osakazuki Japanese Maple is an amazing plant species to have in any garden. Its bright red foliage really stands out against the various green tones of the garden, and its vibrant colour persists through all four seasons. Furthermore, its mounding form makes for an interesting focal point, easily capable of commandeering the spot light. Its low maintenance care requirements, sparse branching pattern and delicate texture make it an attractive ornamental addition. Its more robust root system makes it ideal for zones 5-8. Overall, the Osakazuki Japanese Maple is an amazing addition to any landscape, providing year-round colour and texture to transform the garden into an awe-inspiring spectacle."
92,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Oshio Beni Japanese Maple is a stunning variety of maple tree with a unique color combination. It is a tall, upright tree with conspicuous, delicate red-purple leaves, highlighting white veins and a light yellow to green center. In fall, lit up by the setting sun, the foliage creates a stunning blend of deep red, scarlet and orange. Its elegant form makes it a great choice for entryways and focal points. It is also very low maintenance, and tolerant of a variety of conditions. With its striking colors, Oshio Beni Japanese Maple is a must-have for any garden!"
93,False,False,False,False,False,False,tree,Every year,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']","The Oshu Shidare Japanese Maple (Acer palmatum 'Oshu Shidare') is an incredible plant to add to any garden. With its attractive, cascading branches, the maple has the ability to attract attention and provide a visual focal point. The foliage is a deep reddish-purple, which transforms to fiery oranges and reds in the fall. This versatile tree can be grown as a shrub or as a single-trunked tree. It also has a wide range of sizes, allowing it to look great in any setting. Plus, this long-living maple is pest-, disease-, and drought-resistant, making it an excellent choice."
94,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Otake Japanese Maple (Acer palmatum 'Otake') is an amazing ornamental tree that is sure to leave a lasting impression in any garden. Its beautiful yellow and green foliage pairs perfectly with its low mounding habit, making it a great addition to any landscape. This tree is also extremely drought-tolerant, making it ideal for areas with unpredictable weather. Additionally, its strong branches provide it with excellent wind resistance and its growth rate means it will continue to develop for many years after it is planted. With its elegant foliage and low maintenance requirements, the Otake Japanese Maple is an amazing choice for any garden."
95,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Otome Zakura Japanese Maple is a beautiful tree with springtime pink and white flowers, delicate green leaves in the summer, and fiery scarlet red foliage in the fall. It engages the garden with multi-sensorial beauty, providing breathtaking visuals and a pleasing scent. It's an easy to grow and maintain tree that doesn't require much pruning or other upkeep and can thrive in many different soil conditions. It's an especially lovely addition to a Japanese style garden and is sure to draw attention with its beauty and grandeur."
96,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Palmatifidum Japanese Maple (Acer palmatum 'Palmatifidum') is an amazing plant species with stunning foliage throughout the year. It has bright, deep red foliage in the spring, which gradually changes to a perfectly balanced mix of green and red in the summer. In fall, the leaves take on a golden yellow, highlighted with orange and red accents, making them truly breathtaking. Hardy and tolerant of most soils, Palmatifidum Japanese Maple adds interest to your garden without requiring a lot of effort. This species makes a perfect statement in any landscape, providing seasonal variation and color for years to come."
97,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Acer Palmatum 'Peaches and Cream' Japanese Maple is an amazing species of tree! It's a bold ornamental tree with a weeping habit and intense creamy yellow foliage in the summertime. Its leaves turn to a reddish pink in autumn and transform the landscape into a fairytale! Its wide sweeping canopy creates a wonderful, flowing arc and light dappled shade. It's sure to deliver artistic value to any garden, plus, its peachy pink flowers in the springtime make it an intriguing addition to your outdoor space. All in all, it's a beautiful, eye-catching tree with a multitude of seasonal colors that will create a stunning display."
98,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Pendulum Julian Japanese Maple (Acer palmatum 'Pendulum Julian') is a beautiful and easy to care for maple tree. It has cascading branches which produce beautiful downwardly arching peach leaves in the spring, turning to beautiful deep green foliage in the summer and bright red leaves in the fall. Its slow growth rate makes it an ideal choice for small gardens and it is also frost-resistant. Whether you’re looking for a small tree for your patio or a larger tree for your garden, this maple tree is ideal. It offers all-season interest, with understated beauty and an easy maintenance schedule."
99,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Pink Lace Japanese Maple is a stunning small tree that packs a big visual punch. Its delicate and intricate lace-like foliage emerges tender pink in the spring and turns to a deep and lovely burgundy-red in the summer and falls months. In the winter months its cheerful pink branches are a great source of winter interest. It's a wonderful focal point for any garden and makes a great addition for a small urban space. Plus, its low maintenance needs mean it can thrive in any soil type or a range of temperatures and light exposures!"
100,False,False,False,False,False,False,tree,Every year,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']","Pixie Japanese Maple is an amazing ornamental shrub that will quickly make your garden shine with its unique structure and showy foliage. Its small, fern-like, deep-green leaves with a pinkish-red edge add to the eye-catching quality of this variety. It has an upright, bushy growth that reaches around 2 metres in height, making it an ideal choice for a low-maintenance ornamental plant. Pixie is also very tolerant of a variety of soils and climates, so it's an ideal choice for a range of garden situations. No matter where you grow it, you can expect bold colour from spring through to autumn - why not add this statement piece to your garden today?"
101,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Purple Ghost Japanese Maple (Acer palmatum 'Purple Ghost') is an amazing plant species with its deep purple foliage, contrasting with its bright, white veins. It is a remarkable addition to any garden and it certainly deserves a place in your outdoor space. Its dramatic foliage turns brilliant yellow in the fall, adding excitement and beauty to the garden. Aside from its good looks, it is a hardy and low-maintenance species, so no need to worry about it taking up too much time. Compact and slow-growing, this plant is the perfect way to bring life, color, and personality to your garden."
102,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Red Dragon Japanese Maple (Acer palmatum 'Red Dragon') is an amazing and fascinating small tree. With red foliage in the summer, and vibrant orange and yellow in the fall, this tree will add a splash of color to any garden. When the sun hits it, the light reflects off of the red foliage producing a variety of beautiful tones and colors. The bark of this tree is also a sight to behold, as it is exfoliating and layered, giving it an almost fire-like texture. Its compact habit also makes it suitable for small gardens, adding depth and texture to any landscape."
103,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Red Feathers Japanese Maple (Acer palmatum 'Red Feathers') is a beautiful and unique maple tree that is perfect for any garden. It has small, trilobate, green leaves with crimson red margins that transforms to a majestic deep burgundy during the summer and fall. Its impressive red and purple hues contrast elegantly against its bright green center. This hardy and low maintenance tree demands no more than a yearly pruning and water during dry periods, making it an easy staple in any backyard. Red Feathers Japanese Maple is definitely a stunning addition to any landscape."
104,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Red Filigree Lace Japanese Maple is an amazing garden tree that stands out for its remarkable beauty. It produces palmate, dissected leaves of copper red in the spring and summer, changing to vibrant scarlet red in the autumn and winter. This classy tree adds a unique texture to the whole garden, with its stunning seasonal foliage and cascading, lime-green branches that form a dainty, lacy look. It is easy to maintain and perfect for small gardens or in pots where its striking beauty can be appreciated. It is a joy to admire and its presence enhances the garden with style."
105,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","The Dwarf Red Pygmy Japanese Maple (Acer palmatum 'Red Pygmy') is an amazing addition to any garden with its captivating beauty. Its deep reds and purples make up its beautiful foliage, perfect for adding excitement and color to any landscape. Its small size and easy maintenance make it an ideal choice for even the smallest of gardens. It's the perfect size for small enclosures, patios, and paths and can remain evergreen in the winter months. The tree is slow-growing, making it long-lasting and resilient in the face of disease, extreme weather conditions, and pests. Enjoy the beauty of the changing colors year round and the umbrella-shaped canopy which provides much-needed shade, with this remarkable little tree."
106,False,False,False,False,True,True,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","Red Select Japanese Maple is an amazing species! It features a beautiful dense-spreading canopy with deep red-purple foliage, making it both a vibrant and attractive addition to any landscape. It is a low maintenance tree with minimal pruning or care needs. It can be grown in full sun or part shade, and prefers well-drained soil with some moisture. When its foliage changes from spring to summer, it’s a true delight. This versatile tree is an ideal choice for small gardens and makes a great specimen tree or container plant. Add a Red Select Japanese Maple to your landscape and enjoy its colorful beauty for years to come."
107,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Rhode Island Red Japanese Maple is an amazing deciduous tree that boasts bright, lush red foliage throughout the summer, which turns to golden yellow in the fall. The small tree grows slowly, reaching only 15 feet in height and can easily be contained with pruning. It’s compact size and full round shape makes it an ideal choice for smaller garden spaces. It also features slim green stems with delicate, 5-lobed leaves. The Acer palmatum 'Rhode Island Red' is easy to maintain and provides a beautiful, brilliant focal point in any landscape."
108,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Ruby Ridge Japanese Maple (Acer palmatum 'Ruby Ridge') is an amazing plant species renowned for its exceptional foliage beauty. Its vibrant foliage spreads out in a shapely, broad and upright form. Averaging 8–10 feet tall and 9–11 feet wide, its crimson-red leaves are deeply divided, adding a unique texture and visual interest, perfect for any outdoor space. Through the summer the leaves deepen to a rich burgundy and then turn vibrant orange to fiery red shades in the fall. Not to mention, Ruby Ridge Japanese Maples are highly adaptable and easy to care for, making them a great choice for novice gardeners."
109,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']","Ruby Stars Japanese Maple is an amazing small tree with a unique look. With its bright, coral-red foliage all year round and its delicate, layered, lacy branches, it's sure to be an attractive addition to any garden. This low maintenance tree requires little pruning and produces very little surface roots when grown in an appropriately-sized container. Its striking, star-like foliage will bring an element of color and movement to any space. Ruby Stars Japanese Maple is a showstopper, sure to make any garden more beautiful."
110,False,False,False,False,False,False,tree,Every year,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']","The Ruslyn In The Pink Japanese Maple is an absolutely stunning tree with its vibrant hues of deep greens and vibrant pinks. It's an ideal choice for landscape planters and gardeners who are looking for a beautiful tree that will add a colorful accent to any outdoor space. Its leaves change color throughout the season, from dark greens during the summer months to yellows and pinks as the season progresses. In the fall and winter, the tree's leaves become dark red, giving any landscape an interesting contrast of colors. This variety of Japanese Maple tree is easy to care for, and its unique and vibrant foliage is a perfect delight for any garden."
