ID,Binomial,SpNo,TaxonID,CommonName,Class,Order,Family,FamilyCommonName,Genus,Species,Subspecies,FunctionalGroup,TaxonomicGroup,EPBCStatus,IUCNStatus,BirdActionPlanStatus,MaxStatus,State,Region,RegionCentroidLatitude,RegionCentroidLongitude,RegionCentroidAccuracy,SiteID,SourceID,SourceDesc,MonitoringProgram,UnitID,Unit,SearchTypeID,SearchTypeDesc,ResponseVariableType,DataType,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,TimeSeriesLength,TimeSeriesSampleYears,TimeSeriesCompleteness,TimeSeriesSamplingEvenness,AbsencesRecorded,StandardisationOfMethodEffort,ObjectiveOfMonitoring,SpatialRepresentativeness,ConsistencyOfMonitoring,Management,ManagementCategory,ManagementCategoryComments,SuppressAggregatedData,SurveyCount,TimeSeriesID,NationalPriorityTaxa,Citation
5078,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373253,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,17.0,,,,,,,,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373253_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5079,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373292,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,4,2,0.5,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373292_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5080,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373312,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,16.0,,,,,,,,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373312_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5081,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373444,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,1.0,,,,0.5,,,,,,,,,,,,9,3,0.333,0.0,1,,,,,No known management,Unknown,,0,18,958_2_1897_373444_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5082,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373778,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,5,2,0.4,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373778_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5083,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373779,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,2.0,,,,,,,,,,,,5,2,0.4,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373779_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5084,Grevillea_infecunda,,p_38963,Anglesea Grevillea,,Proteales,Proteaceae,,Grevillea,infecunda,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Plain,-38.32100885,144.2402249,31809.0,373783,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,152.0,,,,,1.0,,,,,,,,,,,,,,,,7,3,0.429,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373783_p_38963,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5120,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,372695,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,,,,,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372695_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5121,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,372754,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,16.0,,,,,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372754_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5122,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,372843,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,840.0,,,,,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372843_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5123,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,372912,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,,,,,,,,,,,4000.0,560.5,,,,,,,,,,,,14,3,0.214,0.0,1,,,,,No known management,Unknown,,0,4,958_2_1897_372912_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5124,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,372971,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,20.0,170.0,,,,,,,,,,,,27,4,0.148,0.25,1,,,,,No known management,Unknown,,0,4,958_2_1897_372971_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5125,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373213,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,125.0,,,,,,,,,,,,40.0,200.0,,,,,,,,,,,,28,4,0.143,1.0,1,,,,,No known management,Unknown,,0,5,958_2_1897_373213_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5126,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373740,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,2000.0,1132.0,,,,,,,,,,,,27,4,0.148,0.25,1,,,,,No known management,Unknown,,0,4,958_2_1897_373740_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5127,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373742,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,3800.0,,,,,,,,,,,,2,2,1.0,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373742_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5128,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373744,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,2000.0,,,,,,,,,,,,27,3,0.111,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373744_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5129,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373757,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,15,2,0.133,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373757_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5130,Leiocarpa_gatesii,,p_48062,Wrinkled Buttons,,Asterales,Asteraceae,,Leiocarpa,gatesii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Otway Ranges,-38.75598286,143.6921367,32831.0,373249,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1898,General observations,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,,,,,,,,3.0,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1898_373249_p_48062,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5131,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,372697,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,16.0,,,,,,,,,,,3,2,0.667,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_372697_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5132,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Highlands-Northern Fall,-36.88372003,146.7575184,64143.0,372737,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,158.0,,,,2.0,,,,,,,,26.0,,,,,,,,,,,28,4,0.143,20.66666667,1,,,,,No known management,Unknown,,0,4,958_2_1897_372737_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5133,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373217,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,186.5,,,,,,,,,,,3,2,0.667,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373217_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5134,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373308,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,25,2,0.08,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373308_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5135,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373502,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,0.0,,,,,,,,,,,28,3,0.107,132.25,1,,,,,No known management,Unknown,,0,4,958_2_1897_373502_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5136,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,373624,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,161.0,,,,,,,,1018.0,,,,,,,,,,,,,,,11,3,0.273,9.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373624_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5137,Lepidium_aschersonii,,p_48300,Spiny Peppercress,,Brassicales,Brassicaceae,,Lepidium,aschersonii,,Herbaceous,Plants,Vulnerable,,,Vulnerable,Victoria,Victorian Volcanic Plain,-37.84704817,143.2517563,92763.0,372897,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1898,General observations,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,5,2,0.4,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1898_372897_p_48300,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5283,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,372907,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,0.0,,,,,,,,,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,4,958_2_1897_372907_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5284,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,372931,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,45.0,,,,,,,,,0.0,,,,,,,,,,,,11,3,0.273,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_372931_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5285,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,372938,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,116.0,,,,,,,,,,,,11,2,0.182,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372938_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5286,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,372945,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,75.0,,,,,,,,,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_372945_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5287,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,373144,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,,,,,,,,10,2,0.2,0.0,1,,,,,No known management,Unknown,,0,2,958_2_1897_373144_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
5288,Pomaderris_subplicata,,p_64936,Concave Pomaderris,,Rosales,Rhamnaceae,,Pomaderris,subplicata,,Shrub,Plants,Vulnerable,,,Vulnerable,Victoria,Central Victorian Uplands,-37.21970708,144.8841341,64821.0,373459,958,VIC-Plants-DELWP-VBA(2020),,2,Sample: abundance (counts),1897,Monitoring,Average count,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,7.0,,,,,,,,,0.0,,,,,,,,,,,,11,3,0.273,0.0,1,,,,,No known management,Unknown,,0,3,958_2_1897_373459_p_64936,0,"Vic Government (2024). Victorian Biodiversity Atlas data extract - plants. Compiled by Mel Hardie. The State of Victoria. Aggregated for the Australian Threatened Species Index, an output of the NESP Threatened Species Recovery Hub and operated by the Terrestrial Ecosystem Research Network, The University of Queensland."
